---------------------------------------
Begin Slurm Prolog: Apr-24-2025 13:17:55
Job ID:    4157959
User ID:   jyang872
Account:   gts-jscott319
Job name:  crude_selection
Partition: cpu-large
QOS:       inferno
---------------------------------------

CommandNotFoundError: Your shell has not been properly configured to use 'conda deactivate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.



Due to MODULEPATH changes, the following have been reloaded:
  1) gmp/6.2.1     2) mpc/1.3.1     3) mpfr/4.2.0     4) zlib/1.2.13

Solving the problem via SBB...
	Maximum iteration: 100000000.0
	Maximum time: 86400
	Tolerance: 1E-03
Initialize the model...
	Root node lower bound: -20388.34, upper bound: -18350.15
	Total initialization CPU time: 22.25 s
Done.
Solving the model...
================================================================================
  iteration     CPU time    wall time  lower bound  upper bound     gap
        24       678.76       200.12   -19871.8087   -18350.1470   8.2924%
        25       701.53       208.82   -19871.1599   -18350.1470   8.2888%
        26       733.60       217.60   -19871.1601   -18350.1470   8.2888%
        27       762.58       226.25   -19871.1599   -18350.1470   8.2888%
        28       790.22       234.28   -19855.1781   -18350.1470   8.2017%
        29       818.64       242.09   -19855.0381   -18350.1470   8.2010%
        30       850.33       250.40   -19855.0381   -18350.1470   8.2010%
        31       880.07       258.84   -19836.3171   -18350.1470   8.0990%
        32       908.44       267.49   -19830.7610   -18350.1470   8.0687%
        33       939.98       276.37   -19830.7610   -18350.1470   8.0687%
        34       970.24       285.18   -19829.9696   -18350.1470   8.0644%
        35       999.55       293.59   -19815.3444   -18350.1470   7.9847%
        36      1029.38       302.84   -19811.9588   -18350.1470   7.9662%
        37      1058.10       311.38   -19811.9588   -18350.1470   7.9662%
        38      1087.80       320.77   -19806.8518   -18350.1470   7.9384%
        39      1105.19       327.86   -19794.4610   -18350.1470   7.8709%
        40      1132.54       335.72   -19788.3255   -18350.1470   7.8374%
        41      1151.98       343.51   -19782.7390   -18350.1470   7.8070%
        42      1169.96       351.23   -19780.5001   -18350.1470   7.7948%
        43      1182.94       355.84   -19780.5001   -18350.1470   7.7948%
        44      1210.27       364.02   -19770.8274   -18350.1470   7.7421%
        45      1239.26       372.46   -19766.0889   -18350.1470   7.7162%
        46      1267.95       380.78   -19765.7159   -18350.1470   7.7142%
        47      1282.98       386.74   -19765.7159   -18350.1470   7.7142%
        48      1308.02       394.76   -19760.9731   -18350.1470   7.6884%
        49      1333.24       402.65   -19758.8808   -18350.1470   7.6770%
        50      1354.61       410.88   -19738.1370   -18350.1470   7.5639%
        51      1378.34       418.65   -19738.1370   -18350.1470   7.5639%
        52      1413.77       428.36   -19730.5018   -18350.1470   7.5223%
        53      1443.81       437.65   -19725.7456   -18350.1470   7.4964%
        54      1468.12       445.07   -19725.5082   -18350.1470   7.4951%
        55      1502.71       455.44   -19724.7703   -18350.1470   7.4911%
        56      1529.72       463.51   -19722.4822   -18350.1470   7.4786%
        57      1559.91       471.94   -19708.8558   -18350.1470   7.4043%
        58      1586.68       480.68   -19706.2519   -18350.1470   7.3902%
        59      1613.42       488.97   -19705.8928   -18350.1470   7.3882%
        60      1643.70       498.30   -19705.8928   -18350.1470   7.3882%
        61      1664.07       505.64   -19704.7301   -18350.1470   7.3819%
        62      1678.44       510.95   -19704.7301   -18350.1470   7.3819%
        63      1702.94       518.79   -19691.4801   -18350.1470   7.3097%
        64      1731.33       528.21   -19689.2231   -18350.1470   7.2974%
        65      1752.50       536.43   -19682.8992   -18350.1470   7.2629%
        66      1779.51       545.59   -19682.1620   -18350.1470   7.2589%
        67      1807.13       553.92   -19671.4802   -18350.1470   7.2007%
        68      1831.18       561.51   -19668.5707   -18350.1470   7.1848%
        69      1847.74       567.77   -19668.5707   -18350.1470   7.1848%
        70      1880.87       577.79   -19667.3767   -18350.1470   7.1783%
        71      1900.39       585.67   -19666.9244   -18350.1470   7.1758%
        72      1935.53       595.34   -19663.9708   -18350.1470   7.1597%
        73      1952.73       602.67   -19661.7236   -18350.1470   7.1475%
        74      1977.00       611.09   -19655.1847   -18350.1470   7.1119%
        75      1996.26       619.66   -19653.4541   -18350.1470   7.1024%
        76      2018.32       627.23   -19652.2106   -18350.1470   7.0957%
        77      2049.44       636.15   -19649.7624   -18350.1470   7.0823%
        78      2068.36       644.32   -19644.4702   -18350.1470   7.0535%
        79      2085.22       652.09   -19642.3868   -18350.1470   7.0421%
        80      2114.93       662.15   -19640.4779   -18350.1470   7.0317%
        81      2142.71       671.08   -19637.4763   -18350.1470   7.0154%
        82      2162.77       679.89   -19636.6593   -18350.1470   7.0109%
        83      2192.82       689.41   -19633.5354   -18350.1470   6.9939%
        84      2214.21       697.99   -19633.5321   -18350.1470   6.9939%
        85      2242.13       706.70   -19630.4767   -18350.1470   6.9772%
        86      2260.71       715.96   -19630.3560   -18350.1470   6.9766%
        87      2279.00       723.69   -19628.7318   -18350.1470   6.9677%
        88      2301.34       731.98   -19626.2686   -18350.1470   6.9543%
        89      2316.84       738.20   -19626.2686   -18350.1470   6.9543%
        90      2336.94       746.36   -19620.6173   -18350.1470   6.9235%
        91      2365.59       755.93   -19620.1293   -18350.1470   6.9208%
        92      2384.32       764.29   -19620.0250   -18350.1470   6.9203%
        93      2407.99       773.26   -19620.0244   -18350.1470   6.9203%
        94      2420.22       780.23   -19620.0244   -18350.1470   6.9203%
        95      2450.51       789.30   -19618.4046   -18350.1470   6.9114%
        96      2464.02       795.24   -19618.4046   -18350.1470   6.9114%
        97      2481.03       803.79   -19617.5519   -18350.1470   6.9068%
        98      2512.91       813.54   -19616.4821   -18350.1470   6.9010%
        99      2533.29       822.58   -19615.9840   -18350.1470   6.8982%
       100      2554.40       831.70   -19614.5937   -18350.1470   6.8907%
       101      2578.33       840.15   -19613.1594   -18350.1470   6.8828%
       102      2592.76       848.69   -19613.1594   -18350.1470   6.8828%
       103      2614.38       856.94   -19613.1530   -18350.1470   6.8828%
       104      2630.72       863.71   -19613.1530   -18350.1470   6.8828%
       105      2651.22       871.91   -19613.1530   -18350.1470   6.8828%
       106      2680.93       881.92   -19612.0755   -18350.1470   6.8769%
       107      2707.52       891.06   -19611.7916   -18350.1470   6.8754%
       108      2727.57       899.69   -19610.9125   -18350.1470   6.8706%
       109      2754.79       909.25   -19610.9125   -18350.1470   6.8706%
       110      2773.05       918.09   -19610.7312   -18350.1470   6.8696%
       111      2797.01       926.59   -19610.5671   -18350.1470   6.8687%
       112      2824.49       936.37   -19610.5671   -18350.1470   6.8687%
       113      2849.86       946.01   -19607.9884   -18350.1470   6.8547%
       114      2862.05       953.58   -19602.8828   -18350.1470   6.8268%
       115      2875.90       962.23   -19602.0706   -18350.1470   6.8224%
       116      2904.95       971.67   -19602.0706   -18350.1470   6.8224%
       117      2926.60       980.06   -19602.0219   -18350.1470   6.8222%
       118      2951.41       988.78   -19601.3488   -18350.1470   6.8185%
       119      2976.74       998.24   -19598.4953   -18350.1470   6.8029%
       120      3000.09      1006.82   -19598.3859   -18350.1470   6.8023%
       121      3028.49      1016.33   -19596.4461   -18350.1470   6.7918%
       122      3041.37      1022.24   -19596.4461   -18350.1470   6.7918%
       123      3054.12      1028.16   -19596.4461   -18350.1470   6.7918%
       124      3077.24      1037.50   -19595.1013   -18350.1470   6.7844%
       125      3102.84      1046.75   -19594.3426   -18350.1470   6.7803%
       126      3124.60      1055.51   -19594.0035   -18350.1470   6.7785%
       127      3141.62      1063.95   -19593.1589   -18350.1470   6.7739%
       128      3158.63      1072.42   -19591.5684   -18350.1470   6.7652%
       129      3180.78      1081.05   -19591.4336   -18350.1470   6.7645%
       130      3204.49      1090.05   -19589.5661   -18350.1470   6.7543%
       131      3227.47      1098.86   -19589.0983   -18350.1470   6.7517%
       132      3253.19      1108.62   -19589.0801   -18350.1470   6.7516%
       133      3277.89      1117.62   -19589.0801   -18350.1470   6.7516%
       134      3305.92      1127.46   -19587.6744   -18350.1470   6.7440%
       135      3331.18      1137.24   -19584.5788   -18350.1470   6.7271%
       136      3356.23      1146.37   -19583.6204   -18350.1470   6.7219%
       137      3381.14      1156.39   -19582.0721   -18350.1470   6.7134%
       138      3403.40      1166.01   -19581.6167   -18350.1470   6.7110%
       139      3423.98      1176.55   -19578.0658   -18350.1470   6.6916%
       140      3450.24      1186.86   -19576.4173   -18350.1470   6.6826%
       141      3461.92      1193.66   -19576.4173   -18350.1470   6.6826%
       142      3476.47      1201.94   -19575.1166   -18350.1470   6.6755%
       143      3504.35      1211.50   -19575.0572   -18350.1470   6.6752%
       144      3529.98      1220.98   -19573.1046   -18350.1470   6.6646%
       145      3550.21      1230.44   -19570.5068   -18350.1470   6.6504%
       146      3565.46      1237.62   -19570.5068   -18350.1470   6.6504%
       147      3585.16      1247.03   -19570.5068   -18350.1470   6.6504%
       148      3610.88      1257.72   -19568.6965   -18350.1470   6.6405%
       149      3634.85      1266.41   -19568.6965   -18350.1470   6.6405%
       150      3658.90      1275.76   -19568.2292   -18350.1470   6.6380%
       151      3679.37      1284.14   -19568.2292   -18350.1470   6.6380%
       152      3711.02      1295.67   -19568.2292   -18350.1470   6.6380%
       153      3738.88      1305.26   -19566.7537   -18350.1470   6.6300%
       154      3758.30      1314.54   -19566.1690   -18350.1470   6.6268%
       155      3781.99      1324.53   -19565.9982   -18350.1470   6.6258%
       156      3797.42      1332.55   -19565.8192   -18350.1470   6.6249%
       157      3810.77      1339.91   -19565.8192   -18350.1470   6.6249%
       158      3826.52      1348.70   -19565.8192   -18350.1470   6.6249%
       159      3845.51      1357.88   -19562.2557   -18350.1470   6.6054%
       160      3856.66      1366.19   -19562.2557   -18350.1470   6.6054%
       161      3875.18      1374.67   -19560.5708   -18350.1470   6.5963%
       162      3891.53      1382.89   -19560.5734   -18350.1470   6.5963%
       163      3909.65      1391.74   -19560.5708   -18350.1470   6.5963%
       164      3931.46      1401.68   -19559.0846   -18350.1470   6.5882%
       165      3957.55      1411.66   -19556.7035   -18350.1470   6.5752%
       166      3985.43      1422.37   -19556.1089   -18350.1470   6.5719%
       167      4005.11      1431.46   -19554.1378   -18350.1470   6.5612%
       168      4032.31      1441.83   -19554.1378   -18350.1470   6.5612%
       169      4057.80      1451.30   -19554.1378   -18350.1470   6.5612%
       170      4072.80      1459.00   -19553.8469   -18350.1470   6.5596%
       171      4090.28      1468.27   -19552.8623   -18350.1470   6.5543%
       172      4118.10      1479.24   -19552.2697   -18350.1470   6.5510%
       173      4140.15      1488.77   -19552.0829   -18350.1470   6.5500%
       174      4165.62      1499.03   -19551.2870   -18350.1470   6.5457%
       175      4193.09      1510.27   -19549.9364   -18350.1470   6.5383%
       176      4218.04      1520.72   -19549.5230   -18350.1470   6.5361%
       177      4239.49      1531.50   -19549.1854   -18350.1470   6.5342%
       178      4271.51      1543.44   -19547.0329   -18350.1470   6.5225%
       179      4293.08      1553.72   -19545.8727   -18350.1470   6.5162%
       180      4309.82      1562.82   -19542.4006   -18350.1470   6.4972%
       181      4331.82      1572.53   -19541.7771   -18350.1470   6.4938%
       182      4348.97      1582.74   -19541.4497   -18350.1470   6.4921%
       183      4373.63      1592.78   -19541.4497   -18350.1470   6.4921%
       184      4398.58      1603.27   -19541.4497   -18350.1470   6.4921%
       185      4421.56      1613.33   -19541.4497   -18350.1470   6.4921%
       186      4437.76      1622.98   -19541.4497   -18350.1470   6.4921%
       187      4460.09      1633.01   -19540.2894   -18350.1470   6.4857%
       188      4481.34      1643.96   -19539.0568   -18350.1470   6.4790%
       189      4496.00      1652.86   -19539.0568   -18350.1470   6.4790%
       190      4520.71      1663.07   -19539.0567   -18350.1470   6.4790%
       191      4548.17      1674.39   -19537.1805   -18350.1470   6.4688%
       192      4568.40      1684.47   -19535.8947   -18350.1470   6.4618%
       193      4589.26      1695.00   -19532.7555   -18350.1470   6.4447%
       194      4608.57      1704.99   -19532.7256   -18350.1470   6.4445%
       195      4620.78      1714.13   -19531.5383   -18350.1470   6.4380%
       196      4638.52      1723.83   -19530.7253   -18350.1470   6.4336%
       197      4666.47      1736.36   -19530.7253   -18350.1470   6.4336%
       198      4686.68      1746.05   -19529.8309   -18350.1470   6.4287%
       199      4704.67      1756.60   -19528.5732   -18350.1470   6.4219%
       200      4725.23      1766.80   -19528.2055   -18350.1470   6.4199%
       201      4742.56      1776.88   -19527.1773   -18350.1470   6.4143%
       202      4767.09      1787.49   -19527.1773   -18350.1470   6.4143%
       203      4779.53      1795.95   -19527.1773   -18350.1470   6.4143%
       204      4790.69      1804.45   -19527.1773   -18350.1470   6.4143%
       205      4807.20      1814.30   -19526.1537   -18350.1470   6.4087%
       206      4819.16      1823.25   -19524.9748   -18350.1470   6.4023%
       207      4842.10      1834.21   -19523.7293   -18350.1470   6.3955%
       208      4858.39      1843.77   -19523.3109   -18350.1470   6.3932%
       209      4868.45      1850.84   -19523.3109   -18350.1470   6.3932%
       210      4884.48      1861.05   -19522.7121   -18350.1470   6.3899%
       211      4902.17      1870.16   -19521.9788   -18350.1470   6.3860%
       212      4917.15      1879.23   -19521.4157   -18350.1470   6.3829%
       213      4943.87      1890.56   -19521.3056   -18350.1470   6.3823%
       214      4966.87      1901.60   -19521.3056   -18350.1470   6.3823%
       215      4986.50      1911.53   -19520.0806   -18350.1470   6.3756%
       216      5005.98      1922.20   -19519.3020   -18350.1470   6.3714%
       217      5022.04      1931.86   -19518.4037   -18350.1470   6.3665%
       218      5045.54      1942.75   -19518.4037   -18350.1470   6.3665%
       219      5070.16      1954.04   -19517.9411   -18350.1470   6.3639%
       220      5082.92      1962.53   -19517.9411   -18350.1470   6.3639%
       221      5096.01      1971.13   -19517.9411   -18350.1470   6.3639%
       222      5118.53      1982.07   -19517.9411   -18350.1470   6.3639%
       223      5139.45      1992.50   -19517.2184   -18350.1470   6.3600%
       224      5159.91      2003.28   -19517.1335   -18350.1470   6.3595%
       225      5176.67      2014.33   -19516.5045   -18350.1470   6.3561%
       226      5194.23      2023.58   -19515.8088   -18350.1470   6.3523%
       227      5202.28      2030.16   -19515.8088   -18350.1470   6.3523%
       228      5223.00      2040.28   -19514.7745   -18350.1470   6.3467%
       229      5232.65      2047.41   -19514.7745   -18350.1470   6.3467%
       230      5259.26      2059.32   -19513.9517   -18350.1470   6.3422%
       231      5280.11      2069.68   -19512.9716   -18350.1470   6.3369%
       232      5295.34      2080.39   -19510.4322   -18350.1470   6.3230%
       233      5308.62      2090.36   -19510.4322   -18350.1470   6.3230%
       234      5331.81      2101.01   -19510.0281   -18350.1470   6.3208%
       235      5353.93      2112.68   -19509.8669   -18350.1470   6.3199%
       236      5374.36      2122.89   -19509.6753   -18350.1470   6.3189%
       237      5396.91      2133.87   -19509.6753   -18350.1470   6.3189%
       238      5416.57      2144.30   -19509.6444   -18350.1470   6.3187%
       239      5440.56      2155.25   -19508.5503   -18350.1470   6.3128%
       240      5466.73      2167.10   -19508.5503   -18350.1470   6.3128%
       241      5488.42      2177.65   -19508.1891   -18350.1470   6.3108%
       242      5514.54      2189.56   -19507.4076   -18350.1470   6.3065%
       243      5538.60      2200.24   -19506.8678   -18350.1470   6.3036%
       244      5558.18      2211.13   -19506.5540   -18350.1470   6.3019%
       245      5569.73      2218.99   -19506.5540   -18350.1470   6.3019%
       246      5585.38      2229.02   -19505.6475   -18350.1470   6.2970%
       247      5600.05      2238.86   -19505.0037   -18350.1470   6.2934%
       248      5621.66      2250.13   -19503.4475   -18350.1470   6.2850%
       249      5629.19      2258.80   -19503.4475   -18350.1470   6.2850%
       250      5651.87      2269.82   -19502.3818   -18350.1470   6.2792%
       251      5670.39      2280.77   -19501.8748   -18350.1470   6.2764%
       252      5689.85      2291.07   -19501.4043   -18350.1470   6.2738%
       253      5697.90      2298.06   -19501.4043   -18350.1470   6.2738%
       254      5719.23      2308.83   -19499.9861   -18350.1470   6.2661%
       255      5747.73      2320.79   -19499.9861   -18350.1470   6.2661%
       256      5771.47      2332.14   -19498.6789   -18350.1470   6.2590%
       257      5790.73      2342.91   -19498.4433   -18350.1470   6.2577%
       258      5806.81      2353.37   -19497.8103   -18350.1470   6.2542%
       259      5823.83      2363.41   -19496.2578   -18350.1470   6.2458%
       260      5849.32      2375.90   -19495.6935   -18350.1470   6.2427%
       261      5868.81      2386.70   -19494.4199   -18350.1470   6.2358%
       262      5892.03      2398.29   -19493.6983   -18350.1470   6.2318%
       263      5909.15      2409.52   -19493.3064   -18350.1470   6.2297%
       264      5924.93      2419.54   -19493.2840   -18350.1470   6.2296%
       265      5947.79      2431.71   -19493.2840   -18350.1470   6.2296%
       266      5963.92      2442.39   -19493.2338   -18350.1470   6.2293%
       267      5984.28      2453.22   -19490.9023   -18350.1470   6.2166%
       268      6003.94      2463.19   -19490.4947   -18350.1470   6.2144%
       269      6016.27      2472.87   -19490.2612   -18350.1470   6.2131%
       270      6037.33      2484.29   -19489.5909   -18350.1470   6.2095%
       271      6057.96      2495.01   -19489.4514   -18350.1470   6.2087%
       272      6070.07      2504.58   -19488.9351   -18350.1470   6.2059%
       273      6093.12      2516.11   -19487.7887   -18350.1470   6.1996%
       274      6110.37      2525.95   -19486.9033   -18350.1470   6.1948%
       275      6125.76      2537.60   -19486.7941   -18350.1470   6.1942%
       276      6140.26      2547.93   -19486.0974   -18350.1470   6.1904%
       277      6157.37      2558.78   -19486.0974   -18350.1470   6.1904%
       278      6176.64      2569.87   -19485.5905   -18350.1470   6.1877%
       279      6195.06      2581.61   -19485.3579   -18350.1470   6.1864%
       280      6216.53      2593.36   -19483.9614   -18350.1470   6.1788%
       281      6241.76      2606.27   -19483.9614   -18350.1470   6.1788%
       282      6258.55      2616.24   -19481.8686   -18350.1470   6.1674%
       283      6271.22      2626.41   -19481.8686   -18350.1470   6.1674%
       284      6289.00      2637.81   -19481.8686   -18350.1470   6.1674%
       285      6305.36      2648.44   -19481.2375   -18350.1470   6.1639%
       286      6324.06      2660.15   -19481.0381   -18350.1470   6.1628%
       287      6336.34      2670.57   -19480.7998   -18350.1470   6.1615%
       288      6357.81      2682.60   -19474.5095   -18350.1470   6.1273%
       289      6383.98      2694.90   -19474.5095   -18350.1470   6.1273%
       290      6406.04      2706.89   -19472.2091   -18350.1470   6.1147%
       291      6423.23      2718.12   -19471.9935   -18350.1470   6.1136%
       292      6441.36      2728.58   -19470.7441   -18350.1470   6.1067%
       293      6460.65      2740.47   -19470.4478   -18350.1470   6.1051%
       294      6474.02      2750.91   -19469.0877   -18350.1470   6.0977%
       295      6500.09      2763.42   -19468.2934   -18350.1470   6.0934%
       296      6514.05      2773.88   -19468.1093   -18350.1470   6.0924%
       297      6532.27      2785.65   -19465.5908   -18350.1470   6.0787%
       298      6553.87      2797.19   -19465.5908   -18350.1470   6.0787%
       299      6574.33      2808.74   -19465.5908   -18350.1470   6.0787%
       300      6596.05      2820.79   -19465.5908   -18350.1470   6.0787%
       301      6609.95      2831.39   -19462.7750   -18350.1470   6.0633%
       302      6623.53      2842.21   -19462.2888   -18350.1470   6.0607%
       303      6635.67      2850.48   -19462.2888   -18350.1470   6.0607%
       304      6656.96      2862.50   -19462.2888   -18350.1470   6.0607%
       305      6676.58      2874.44   -19461.3587   -18350.1470   6.0556%
       306      6698.93      2887.04   -19460.0806   -18350.1470   6.0486%
       307      6716.19      2897.89   -19459.7438   -18350.1470   6.0468%
       308      6738.68      2909.89   -19459.6411   -18350.1470   6.0462%
       309      6755.90      2921.55   -19459.4657   -18350.1470   6.0453%
       310      6778.80      2933.88   -19457.8085   -18350.1470   6.0363%
       311      6795.97      2944.93   -19457.7111   -18350.1470   6.0357%
       312      6810.90      2955.56   -19457.4861   -18350.1470   6.0345%
       313      6830.33      2967.55   -19457.3773   -18350.1470   6.0339%
       314      6850.05      2979.19   -19457.3506   -18350.1470   6.0338%
       315      6870.88      2990.65   -19457.3506   -18350.1470   6.0338%
       316      6897.06      3004.61   -19457.3394   -18350.1470   6.0337%
       317      6923.11      3017.67   -19456.7924   -18350.1470   6.0307%
       318      6942.44      3029.80   -19456.2812   -18350.1470   6.0279%
       319      6958.53      3041.44   -19456.2542   -18350.1470   6.0278%
       320      6975.35      3052.84   -19455.5441   -18350.1470   6.0239%
       321      6995.35      3065.69   -19455.4159   -18350.1470   6.0232%
       322      7020.01      3079.06   -19455.4159   -18350.1470   6.0232%
       323      7040.52      3090.90   -19454.3022   -18350.1470   6.0171%
       324      7057.38      3102.25   -19452.8263   -18350.1470   6.0091%
       325      7077.69      3114.85   -19452.8263   -18350.1470   6.0091%
       326      7095.95      3126.24   -19452.6089   -18350.1470   6.0079%
       327      7108.14      3134.93   -19452.6089   -18350.1470   6.0079%
       328      7134.54      3148.41   -19452.3520   -18350.1470   6.0065%
       329      7149.45      3159.45   -19452.3235   -18350.1470   6.0064%
       330      7169.59      3171.92   -19452.3235   -18350.1470   6.0064%
       331      7194.59      3185.88   -19452.3235   -18350.1470   6.0064%
       332      7205.33      3195.18   -19452.3235   -18350.1470   6.0064%
       333      7223.53      3206.44   -19451.9383   -18350.1470   6.0043%
       334      7236.48      3217.49   -19451.6956   -18350.1470   6.0029%
       335      7251.35      3228.48   -19450.8023   -18350.1470   5.9981%
       336      7265.55      3239.36   -19450.7416   -18350.1470   5.9977%
       337      7278.84      3250.24   -19450.4455   -18350.1470   5.9961%
       338      7300.37      3262.31   -19450.4455   -18350.1470   5.9961%
       339      7317.14      3273.78   -19450.2015   -18350.1470   5.9948%
       340      7330.98      3284.67   -19449.1478   -18350.1470   5.9891%
       341      7344.90      3296.40   -19449.0012   -18350.1470   5.9883%
       342      7364.34      3308.02   -19449.0012   -18350.1470   5.9883%
       343      7383.55      3319.98   -19448.7698   -18350.1470   5.9870%
       344      7408.24      3332.88   -19448.7052   -18350.1470   5.9866%
       345      7417.99      3343.82   -19447.2370   -18350.1470   5.9786%
       346      7432.84      3354.80   -19446.6470   -18350.1470   5.9754%
       347      7450.01      3366.66   -19446.6470   -18350.1470   5.9754%
       348      7469.98      3378.70   -19446.3358   -18350.1470   5.9737%
       349      7487.47      3390.56   -19446.3358   -18350.1470   5.9737%
       350      7505.34      3402.04   -19446.3263   -18350.1470   5.9737%
       351      7518.36      3412.79   -19446.1403   -18350.1470   5.9727%
       352      7536.10      3424.95   -19445.8891   -18350.1470   5.9713%
       353      7551.70      3436.32   -19445.7628   -18350.1470   5.9706%
       354      7562.24      3444.96   -19445.7628   -18350.1470   5.9706%
       355      7578.73      3456.14   -19444.6210   -18350.1470   5.9644%
       356      7594.00      3467.89   -19444.6210   -18350.1470   5.9644%
       357      7613.86      3480.16   -19444.5212   -18350.1470   5.9638%
       358      7632.92      3492.50   -19444.3429   -18350.1470   5.9629%
       359      7651.98      3503.73   -19443.6988   -18350.1470   5.9594%
       360      7667.11      3515.19   -19443.1348   -18350.1470   5.9563%
       361      7686.71      3527.88   -19442.7124   -18350.1470   5.9540%
       362      7701.27      3539.52   -19442.2896   -18350.1470   5.9517%
       363      7719.22      3551.52   -19442.2896   -18350.1470   5.9517%
       364      7739.06      3564.50   -19442.2896   -18350.1470   5.9517%
       365      7756.64      3576.70   -19442.2911   -18350.1470   5.9517%
       366      7775.95      3589.30   -19442.2896   -18350.1470   5.9517%
       367      7796.44      3602.79   -19441.8180   -18350.1470   5.9491%
       368      7817.95      3616.95   -19440.8994   -18350.1470   5.9441%
       369      7838.51      3630.07   -19440.7423   -18350.1470   5.9433%
       370      7853.05      3642.23   -19440.6699   -18350.1470   5.9429%
       371      7868.52      3654.32   -19440.4586   -18350.1470   5.9417%
       372      7891.56      3667.41   -19440.0818   -18350.1470   5.9397%
       373      7911.80      3680.61   -19440.0818   -18350.1470   5.9397%
       374      7929.65      3692.93   -19439.9347   -18350.1470   5.9389%
       375      7945.71      3705.87   -19438.5556   -18350.1470   5.9313%
       376      7961.46      3717.51   -19438.4557   -18350.1470   5.9308%
       377      7979.33      3730.32   -19438.4491   -18350.1470   5.9308%
       378      7997.40      3743.39   -19438.4491   -18350.1470   5.9308%
       379      8015.99      3756.52   -19437.7824   -18350.1470   5.9271%
       380      8027.64      3768.26   -19437.5122   -18350.1470   5.9256%
       381      8045.49      3781.09   -19436.4200   -18350.1470   5.9197%
       382      8063.82      3794.43   -19436.4200   -18350.1470   5.9197%
       383      8084.28      3807.75   -19436.2666   -18350.1470   5.9189%
       384      8090.92      3816.19   -19436.2666   -18350.1470   5.9189%
       385      8113.59      3829.82   -19434.6496   -18350.1470   5.9100%
       386      8129.76      3841.76   -19434.6496   -18350.1470   5.9100%
       387      8143.44      3853.77   -19434.4066   -18350.1470   5.9087%
       388      8161.20      3865.67   -19434.1570   -18350.1470   5.9074%
       389      8180.01      3878.27   -19434.1571   -18350.1470   5.9074%
       390      8196.01      3889.81   -19434.0843   -18350.1470   5.9070%
       391      8213.92      3902.48   -19434.0804   -18350.1470   5.9069%
       392      8233.21      3915.38   -19433.9002   -18350.1470   5.9060%
       393      8253.73      3928.75   -19432.3292   -18350.1470   5.8974%
       394      8263.00      3939.73   -19431.9229   -18350.1470   5.8952%
       395      8271.83      3949.03   -19431.9229   -18350.1470   5.8952%
       396      8290.45      3962.11   -19430.7346   -18350.1470   5.8887%
       397      8305.36      3973.71   -19430.7322   -18350.1470   5.8887%
       398      8319.57      3986.60   -19429.7143   -18350.1470   5.8832%
       399      8333.16      3997.77   -19429.7143   -18350.1470   5.8832%
