---------------------------------------
Begin Slurm Prolog: Apr-24-2025 13:17:55
Job ID:    4157959
User ID:   jyang872
Account:   gts-jscott319
Job name:  crude_selection
Partition: cpu-large
QOS:       inferno
---------------------------------------

CommandNotFoundError: Your shell has not been properly configured to use 'conda deactivate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.



Due to MODULEPATH changes, the following have been reloaded:
  1) gmp/6.2.1     2) mpc/1.3.1     3) mpfr/4.2.0     4) zlib/1.2.13

Solving the problem via SBB...
	Maximum iteration: 100000000.0
	Maximum time: 86400
	Tolerance: 1E-03
Initialize the model...
	Root node lower bound: -20388.34, upper bound: -18350.15
	Total initialization CPU time: 22.25 s
Done.
Solving the model...
================================================================================
  iteration     CPU time    wall time  lower bound  upper bound     gap
       627     11848.88      7223.11   -19354.9211   -18350.1470   5.4756%
       628     11859.42      7238.59   -19354.6748   -18350.1470   5.4742%
       629     11878.61      7256.15   -19354.4456   -18350.1470   5.4730%
       630     11896.96      7272.43   -19353.8966   -18350.1470   5.4700%
       631     11912.27      7287.84   -19353.8925   -18350.1470   5.4700%
       632     11932.94      7304.70   -19353.6573   -18350.1470   5.4687%
       633     11951.97      7321.12   -19352.7830   -18350.1470   5.4639%
       634     11970.02      7338.22   -19352.5721   -18350.1470   5.4628%
       635     11988.20      7355.25   -19352.5721   -18350.1470   5.4628%
       636     12006.63      7371.41   -19352.5721   -18350.1470   5.4628%
       637     12027.35      7389.03   -19352.5642   -18350.1470   5.4627%
       638     12042.70      7405.02   -19351.1099   -18350.1470   5.4548%
       639     12057.02      7420.34   -19351.1099   -18350.1470   5.4548%
       640     12077.39      7438.33   -19350.9494   -18350.1470   5.4539%
       641     12094.06      7455.14   -19350.8887   -18350.1470   5.4536%
       642     12113.43      7471.37   -19350.5450   -18350.1470   5.4517%
       643     12128.33      7487.95   -19350.3653   -18350.1470   5.4507%
       644     12150.33      7504.92   -19350.2117   -18350.1470   5.4499%
       645     12165.27      7520.82   -19350.2117   -18350.1470   5.4499%
       646     12180.49      7536.87   -19348.9871   -18350.1470   5.4432%
       647     12195.57      7553.26   -19348.4849   -18350.1470   5.4405%
       648     12209.90      7568.45   -19348.2673   -18350.1470   5.4393%
       649     12219.72      7583.60   -19348.2673   -18350.1470   5.4393%
       650     12237.88      7599.89   -19348.2673   -18350.1470   5.4393%
       651     12247.12      7615.28   -19348.0301   -18350.1470   5.4380%
       652     12260.00      7631.79   -19348.0301   -18350.1470   5.4380%
       653     12273.75      7647.46   -19347.9002   -18350.1470   5.4373%
       654     12289.67      7664.59   -19347.0720   -18350.1470   5.4328%
       655     12305.20      7681.30   -19346.8684   -18350.1470   5.4317%
       656     12317.23      7697.51   -19346.4012   -18350.1470   5.4291%
       657     12331.99      7714.10   -19346.1407   -18350.1470   5.4277%
       658     12348.33      7731.64   -19345.6534   -18350.1470   5.4251%
       659     12368.80      7749.05   -19345.4483   -18350.1470   5.4239%
       660     12384.26      7765.85   -19345.3172   -18350.1470   5.4232%
       661     12393.98      7779.60   -19345.3172   -18350.1470   5.4232%
       662     12408.33      7795.74   -19345.1438   -18350.1470   5.4223%
       663     12425.75      7813.12   -19344.7466   -18350.1470   5.4201%
       664     12440.08      7829.26   -19344.4986   -18350.1470   5.4188%
       665     12453.90      7845.57   -19344.2136   -18350.1470   5.4172%
       666     12467.01      7861.47   -19344.1160   -18350.1470   5.4167%
       667     12481.99      7878.07   -19344.0814   -18350.1470   5.4165%
       668     12500.51      7896.32   -19343.8626   -18350.1470   5.4153%
       669     12517.29      7912.66   -19343.6582   -18350.1470   5.4142%
       670     12529.46      7929.96   -19343.5694   -18350.1470   5.4137%
       671     12547.14      7946.53   -19343.5290   -18350.1470   5.4135%
       672     12562.99      7963.03   -19343.5290   -18350.1470   5.4135%
       673     12579.10      7980.10   -19343.4136   -18350.1470   5.4129%
       674     12593.75      7995.95   -19343.3221   -18350.1470   5.4124%
       675     12607.40      8012.54   -19343.1355   -18350.1470   5.4113%
       676     12618.59      8028.60   -19343.0159   -18350.1470   5.4107%
       677     12635.84      8045.64   -19342.7267   -18350.1470   5.4091%
       678     12643.76      8060.22   -19342.6084   -18350.1470   5.4085%
       679     12656.84      8076.53   -19342.4327   -18350.1470   5.4075%
       680     12669.36      8093.07   -19342.3543   -18350.1470   5.4071%
       681     12674.55      8106.85   -19342.3543   -18350.1470   5.4071%
       682     12682.49      8121.63   -19342.3267   -18350.1470   5.4069%
       683     12697.23      8138.33   -19342.3139   -18350.1470   5.4069%
       684     12715.08      8154.99   -19342.1851   -18350.1470   5.4062%
       685     12732.87      8172.37   -19341.5938   -18350.1470   5.4029%
       686     12752.68      8191.47   -19341.4022   -18350.1470   5.4019%
       687     12766.01      8207.22   -19341.2835   -18350.1470   5.4012%
       688     12783.28      8224.34   -19341.2214   -18350.1470   5.4009%
       689     12793.73      8239.35   -19341.2214   -18350.1470   5.4009%
       690     12811.07      8256.22   -19341.0399   -18350.1470   5.3999%
       691     12824.53      8273.10   -19341.0109   -18350.1470   5.3998%
       692     12829.92      8285.77   -19341.0109   -18350.1470   5.3998%
       693     12849.98      8304.19   -19340.5579   -18350.1470   5.3973%
       694     12865.44      8321.39   -19340.5579   -18350.1470   5.3973%
       695     12875.40      8337.33   -19340.3909   -18350.1470   5.3964%
       696     12887.46      8353.83   -19340.3447   -18350.1470   5.3961%
       697     12904.88      8372.07   -19339.6166   -18350.1470   5.3922%
       698     12921.33      8389.35   -19339.6167   -18350.1470   5.3922%
       699     12935.02      8406.50   -19339.4403   -18350.1470   5.3912%
       700     12945.00      8421.99   -19339.2213   -18350.1470   5.3900%
       701     12951.61      8437.27   -19339.2009   -18350.1470   5.3899%
       702     12960.16      8453.63   -19339.2009   -18350.1470   5.3899%
       703     12971.60      8469.36   -19339.2009   -18350.1470   5.3899%
       704     12984.96      8486.72   -19338.4870   -18350.1470   5.3860%
       705     13001.40      8504.63   -19337.7310   -18350.1470   5.3819%
       706     13015.66      8520.87   -19337.3417   -18350.1470   5.3798%
       707     13029.38      8538.14   -19337.1452   -18350.1470   5.3787%
       708     13046.51      8556.77   -19337.1452   -18350.1470   5.3787%
       709     13061.29      8574.31   -19337.1088   -18350.1470   5.3785%
       710     13076.82      8592.94   -19336.5102   -18350.1470   5.3752%
       711     13092.44      8610.15   -19336.1275   -18350.1470   5.3731%
       712     13104.73      8627.81   -19335.4007   -18350.1470   5.3692%
       713     13118.57      8645.14   -19334.8758   -18350.1470   5.3663%
       714     13125.89      8660.90   -19334.8321   -18350.1470   5.3661%
       715     13137.48      8678.77   -19334.8076   -18350.1470   5.3660%
       716     13151.65      8696.70   -19334.6668   -18350.1470   5.3652%
       717     13167.90      8715.77   -19334.6668   -18350.1470   5.3652%
       718     13181.08      8733.08   -19334.3550   -18350.1470   5.3635%
       719     13201.03      8753.97   -19334.1799   -18350.1470   5.3625%
       720     13216.23      8772.33   -19333.7554   -18350.1470   5.3602%
       721     13224.57      8788.02   -19333.7554   -18350.1470   5.3602%
       722     13237.19      8805.39   -19333.2709   -18350.1470   5.3576%
       723     13252.85      8824.00   -19333.2392   -18350.1470   5.3574%
       724     13264.24      8841.82   -19332.9972   -18350.1470   5.3561%
       725     13275.55      8859.46   -19332.7716   -18350.1470   5.3549%
       726     13287.66      8877.83   -19332.3795   -18350.1470   5.3527%
       727     13298.49      8895.30   -19332.2105   -18350.1470   5.3518%
       728     13306.37      8911.41   -19331.9090   -18350.1470   5.3502%
       729     13313.61      8926.42   -19331.9090   -18350.1470   5.3502%
       730     13327.61      8945.10   -19331.5488   -18350.1470   5.3482%
       731     13344.96      8964.07   -19330.8463   -18350.1470   5.3444%
       732     13358.30      8982.87   -19330.3750   -18350.1470   5.3418%
       733     13368.43      9000.04   -19329.5524   -18350.1470   5.3373%
       734     13380.23      9017.55   -19329.4819   -18350.1470   5.3369%
       735     13393.58      9036.13   -19329.4819   -18350.1470   5.3369%
       736     13407.43      9054.36   -19329.4423   -18350.1470   5.3367%
       737     13423.10      9073.78   -19329.3650   -18350.1470   5.3363%
       738     13433.99      9090.92   -19329.0416   -18350.1470   5.3345%
       739     13449.70      9109.47   -19329.0416   -18350.1470   5.3345%
       740     13462.60      9127.23   -19328.5537   -18350.1470   5.3319%
       741     13479.81      9147.51   -19328.4314   -18350.1470   5.3312%
       742     13492.60      9165.97   -19328.3572   -18350.1470   5.3308%
       743     13503.01      9184.12   -19328.3530   -18350.1470   5.3308%
       744     13515.93      9202.03   -19327.4487   -18350.1470   5.3259%
       745     13524.00      9219.74   -19327.3925   -18350.1470   5.3255%
       746     13540.14      9238.43   -19327.3778   -18350.1470   5.3255%
       747     13549.06      9255.49   -19327.0851   -18350.1470   5.3239%
       748     13561.97      9274.36   -19326.4882   -18350.1470   5.3206%
       749     13572.04      9291.15   -19326.0281   -18350.1470   5.3181%
       750     13583.11      9308.89   -19325.5802   -18350.1470   5.3157%
       751     13595.80      9328.02   -19325.3898   -18350.1470   5.3146%
       752     13612.20      9346.41   -19325.3898   -18350.1470   5.3146%
       753     13627.08      9365.51   -19325.3718   -18350.1470   5.3145%
       754     13634.57      9381.15   -19325.3718   -18350.1470   5.3145%
       755     13643.86      9397.28   -19325.3718   -18350.1470   5.3145%
       756     13660.15      9416.73   -19325.3718   -18350.1470   5.3145%
       757     13671.09      9433.80   -19325.0375   -18350.1470   5.3127%
       758     13687.85      9453.25   -19324.3888   -18350.1470   5.3092%
       759     13695.13      9469.57   -19324.3305   -18350.1470   5.3089%
       760     13710.91      9489.45   -19324.3300   -18350.1470   5.3089%
       761     13722.98      9507.46   -19324.3068   -18350.1470   5.3087%
       762     13731.37      9525.10   -19323.8907   -18350.1470   5.3065%
       763     13741.95      9542.51   -19323.4072   -18350.1470   5.3038%
       764     13751.23      9560.07   -19323.1962   -18350.1470   5.3027%
       765     13768.49      9579.72   -19323.1719   -18350.1470   5.3025%
       766     13780.03      9597.95   -19323.1399   -18350.1470   5.3024%
       767     13792.70      9616.47   -19322.6347   -18350.1470   5.2996%
       768     13806.44      9635.25   -19322.5169   -18350.1470   5.2990%
       769     13821.82      9654.95   -19322.4854   -18350.1470   5.2988%
       770     13832.34      9672.14   -19322.4854   -18350.1470   5.2988%
       771     13845.42      9690.68   -19322.0813   -18350.1470   5.2966%
       772     13861.45      9710.85   -19322.0573   -18350.1470   5.2965%
       773     13875.78      9731.02   -19321.9141   -18350.1470   5.2957%
       774     13891.89      9750.24   -19321.6818   -18350.1470   5.2944%
       775     13903.39      9768.43   -19321.5885   -18350.1470   5.2939%
       776     13913.03      9785.92   -19321.1957   -18350.1470   5.2918%
       777     13920.85      9802.49   -19320.5653   -18350.1470   5.2883%
       778     13932.72      9822.35   -19320.2196   -18350.1470   5.2865%
       779     13948.78      9842.40   -19320.0100   -18350.1470   5.2853%
       780     13959.48      9860.28   -19319.6422   -18350.1470   5.2833%
       781     13974.44      9879.84   -19319.5156   -18350.1470   5.2826%
       782     13988.20      9899.43   -19319.5156   -18350.1470   5.2826%
       783     13999.66      9917.15   -19318.8943   -18350.1470   5.2792%
       784     14009.34      9934.27   -19318.6630   -18350.1470   5.2780%
       785     14023.22      9952.81   -19318.1738   -18350.1470   5.2753%
       786     14040.08      9972.13   -19317.9132   -18350.1470   5.2739%
       787     14053.86      9991.55   -19317.7878   -18350.1470   5.2732%
       788     14064.17     10010.36   -19317.3034   -18350.1470   5.2706%
       789     14076.23     10028.49   -19317.1196   -18350.1470   5.2696%
       790     14093.85     10048.96   -19316.9371   -18350.1470   5.2686%
       791     14110.49     10069.67   -19316.7646   -18350.1470   5.2676%
       792     14128.10     10090.04   -19316.5770   -18350.1470   5.2666%
       793     14138.48     10108.81   -19316.3241   -18350.1470   5.2652%
       794     14150.44     10127.58   -19315.8476   -18350.1470   5.2626%
       795     14165.72     10147.36   -19315.8476   -18350.1470   5.2626%
       796     14179.05     10166.48   -19315.6795   -18350.1470   5.2617%
       797     14190.60     10184.52   -19315.5533   -18350.1470   5.2610%
       798     14205.87     10204.73   -19315.2525   -18350.1470   5.2594%
       799     14215.79     10222.63   -19315.1195   -18350.1470   5.2587%
       800     14227.45     10241.66   -19314.9259   -18350.1470   5.2576%
       801     14238.86     10259.38   -19314.9259   -18350.1470   5.2576%
       802     14252.82     10278.02   -19314.9259   -18350.1470   5.2576%
       803     14267.93     10298.37   -19314.6634   -18350.1470   5.2562%
       804     14282.93     10317.74   -19314.1905   -18350.1470   5.2536%
       805     14298.85     10338.35   -19314.1346   -18350.1470   5.2533%
       806     14314.60     10358.16   -19313.7281   -18350.1470   5.2511%
       807     14330.46     10378.53   -19313.6828   -18350.1470   5.2508%
       808     14339.50     10396.57   -19313.6133   -18350.1470   5.2505%
       809     14355.97     10417.40   -19313.6133   -18350.1470   5.2505%
       810     14372.38     10437.27   -19313.1167   -18350.1470   5.2477%
       811     14382.54     10455.17   -19312.8845   -18350.1470   5.2465%
       812     14399.12     10474.71   -19312.4696   -18350.1470   5.2442%
       813     14412.34     10492.88   -19312.0969   -18350.1470   5.2422%
       814     14421.15     10512.16   -19312.0969   -18350.1470   5.2422%
       815     14427.26     10529.81   -19312.0557   -18350.1470   5.2420%
       816     14437.16     10547.35   -19312.0557   -18350.1470   5.2420%
       817     14452.78     10567.45   -19311.8739   -18350.1470   5.2410%
       818     14463.67     10585.65   -19311.8517   -18350.1470   5.2409%
       819     14477.73     10605.58   -19311.8505   -18350.1470   5.2408%
       820     14488.41     10624.09   -19311.7028   -18350.1470   5.2400%
       821     14497.96     10642.94   -19311.5493   -18350.1470   5.2392%
       822     14510.50     10661.55   -19311.5298   -18350.1470   5.2391%
       823     14521.06     10679.88   -19311.3699   -18350.1470   5.2382%
       824     14531.83     10698.91   -19311.1825   -18350.1470   5.2372%
       825     14544.39     10717.69   -19310.2656   -18350.1470   5.2322%
       826     14552.48     10735.98   -19310.2237   -18350.1470   5.2320%
       827     14563.90     10754.89   -19310.1686   -18350.1470   5.2317%
       828     14578.52     10775.56   -19309.2760   -18350.1470   5.2268%
       829     14590.24     10794.23   -19309.2541   -18350.1470   5.2267%
       830     14605.28     10814.11   -19308.9618   -18350.1470   5.2251%
       831     14619.04     10833.62   -19308.8318   -18350.1470   5.2244%
       832     14633.85     10853.78   -19308.1299   -18350.1470   5.2206%
       833     14645.45     10873.01   -19307.6047   -18350.1470   5.2177%
       834     14658.53     10891.69   -19307.5859   -18350.1470   5.2176%
       835     14670.93     10912.06   -19307.4503   -18350.1470   5.2169%
       836     14688.71     10933.82   -19307.2554   -18350.1470   5.2158%
       837     14702.69     10952.36   -19307.0714   -18350.1470   5.2148%
       838     14719.42     10972.96   -19306.8453   -18350.1470   5.2136%
       839     14736.82     10994.77   -19306.7788   -18350.1470   5.2132%
       840     14748.78     11013.30   -19306.2001   -18350.1470   5.2101%
       841     14760.15     11032.74   -19306.0587   -18350.1470   5.2093%
       842     14772.51     11052.79   -19306.0587   -18350.1470   5.2093%
       843     14786.87     11072.46   -19305.9347   -18350.1470   5.2086%
       844     14799.86     11092.04   -19305.8733   -18350.1470   5.2083%
       845     14809.77     11110.78   -19305.5035   -18350.1470   5.2063%
       846     14824.63     11130.95   -19305.4662   -18350.1470   5.2061%
       847     14837.22     11150.75   -19305.4662   -18350.1470   5.2061%
       848     14850.26     11170.04   -19305.4205   -18350.1470   5.2058%
       849     14860.01     11189.90   -19305.4182   -18350.1470   5.2058%
       850     14877.75     11211.74   -19305.4182   -18350.1470   5.2058%
       851     14888.82     11230.58   -19305.2262   -18350.1470   5.2047%
       852     14900.36     11249.82   -19305.1018   -18350.1470   5.2041%
       853     14916.96     11271.39   -19305.1018   -18350.1470   5.2041%
       854     14929.07     11290.80   -19304.3696   -18350.1470   5.2001%
       855     14942.40     11311.08   -19304.3434   -18350.1470   5.1999%
       856     14955.35     11330.20   -19304.3434   -18350.1470   5.1999%
       857     14970.31     11350.26   -19304.1290   -18350.1470   5.1988%
       858     14984.94     11370.63   -19303.8533   -18350.1470   5.1973%
       859     14999.31     11389.77   -19303.8533   -18350.1470   5.1973%
       860     15012.55     11410.08   -19303.7078   -18350.1470   5.1965%
       861     15025.51     11430.14   -19303.5872   -18350.1470   5.1958%
       862     15042.94     11450.35   -19303.5872   -18350.1470   5.1958%
       863     15053.74     11469.65   -19303.4708   -18350.1470   5.1952%
       864     15065.72     11489.80   -19303.1675   -18350.1470   5.1935%
       865     15078.76     11508.72   -19302.9832   -18350.1470   5.1925%
       866     15091.19     11528.23   -19302.9197   -18350.1470   5.1922%
       867     15106.22     11548.99   -19302.8007   -18350.1470   5.1915%
       868     15116.03     11568.08   -19302.6661   -18350.1470   5.1908%
       869     15123.71     11586.41   -19302.6190   -18350.1470   5.1905%
       870     15140.31     11607.25   -19302.5205   -18350.1470   5.1900%
       871     15151.72     11627.71   -19302.4011   -18350.1470   5.1894%
       872     15165.07     11646.55   -19302.3397   -18350.1470   5.1890%
       873     15175.22     11664.72   -19301.6007   -18350.1470   5.1850%
       874     15188.67     11685.42   -19301.4286   -18350.1470   5.1841%
       875     15202.08     11705.14   -19301.2758   -18350.1470   5.1832%
       876     15217.22     11725.52   -19300.7516   -18350.1470   5.1804%
       877     15231.18     11745.78   -19300.7516   -18350.1470   5.1804%
       878     15245.75     11765.94   -19300.0165   -18350.1470   5.1764%
       879     15260.29     11786.75   -19300.0165   -18350.1470   5.1764%
       880     15276.86     11807.90   -19299.9803   -18350.1470   5.1762%
       881     15285.74     11826.62   -19299.7235   -18350.1470   5.1748%
       882     15301.15     11846.87   -19299.6071   -18350.1470   5.1741%
       883     15314.61     11866.66   -19299.4868   -18350.1470   5.1735%
       884     15325.49     11886.31   -19299.4632   -18350.1470   5.1733%
       885     15338.73     11905.86   -19299.2487   -18350.1470   5.1722%
       886     15354.04     11927.28   -19298.7779   -18350.1470   5.1696%
       887     15365.78     11946.96   -19298.3561   -18350.1470   5.1673%
       888     15376.65     11966.98   -19298.2186   -18350.1470   5.1666%
       889     15391.56     11987.51   -19297.9909   -18350.1470   5.1653%
       890     15404.09     12008.57   -19297.7763   -18350.1470   5.1642%
       891     15413.94     12028.19   -19297.7315   -18350.1470   5.1639%
       892     15428.67     12048.91   -19297.4683   -18350.1470   5.1625%
       893     15439.24     12068.40   -19297.1715   -18350.1470   5.1609%
       894     15451.43     12087.85   -19297.0463   -18350.1470   5.1602%
       895     15465.38     12109.20   -19296.1810   -18350.1470   5.1555%
       896     15475.63     12128.35   -19296.1422   -18350.1470   5.1552%
       897     15489.73     12149.07   -19296.1422   -18350.1470   5.1552%
       898     15503.86     12168.81   -19296.1255   -18350.1470   5.1552%
       899     15518.81     12189.95   -19296.1255   -18350.1470   5.1552%
       900     15525.70     12207.73   -19296.1255   -18350.1470   5.1552%
       901     15534.85     12228.19   -19296.1255   -18350.1470   5.1552%
       902     15541.31     12245.32   -19296.1255   -18350.1470   5.1552%
       903     15554.15     12265.48   -19295.9160   -18350.1470   5.1540%
       904     15565.19     12285.27   -19295.6606   -18350.1470   5.1526%
       905     15572.01     12302.45   -19295.6606   -18350.1470   5.1526%
       906     15581.40     12322.20   -19295.6606   -18350.1470   5.1526%
       907     15589.42     12340.58   -19295.4990   -18350.1470   5.1517%
       908     15597.49     12360.07   -19295.0468   -18350.1470   5.1493%
       909     15605.69     12377.38   -19295.0468   -18350.1470   5.1493%
       910     15619.92     12398.39   -19295.0468   -18350.1470   5.1493%
       911     15635.13     12419.43   -19295.0317   -18350.1470   5.1492%
       912     15641.33     12436.94   -19295.0317   -18350.1470   5.1492%
       913     15658.75     12458.67   -19295.0317   -18350.1470   5.1492%
       914     15673.45     12479.95   -19295.0115   -18350.1470   5.1491%
       915     15682.54     12499.37   -19294.9903   -18350.1470   5.1490%
       916     15691.69     12518.85   -19294.5796   -18350.1470   5.1467%
       917     15704.93     12539.82   -19294.5549   -18350.1470   5.1466%
       918     15718.87     12559.98   -19294.4134   -18350.1470   5.1458%
       919     15731.46     12581.50   -19294.3988   -18350.1470   5.1457%
       920     15746.30     12602.27   -19294.0950   -18350.1470   5.1441%
       921     15761.43     12623.85   -19293.5022   -18350.1470   5.1409%
       922     15778.58     12645.94   -19293.4479   -18350.1470   5.1406%
       923     15791.51     12667.75   -19293.3580   -18350.1470   5.1401%
       924     15802.74     12687.43   -19292.7272   -18350.1470   5.1366%
       925     15813.17     12708.23   -19292.3434   -18350.1470   5.1345%
       926     15827.69     12729.65   -19291.9280   -18350.1470   5.1323%
       927     15843.33     12751.13   -19291.6443   -18350.1470   5.1307%
       928     15855.23     12772.10   -19291.5257   -18350.1470   5.1301%
       929     15868.73     12793.07   -19291.3854   -18350.1470   5.1293%
       930     15885.46     12815.65   -19291.3854   -18350.1470   5.1293%
       931     15903.06     12837.70   -19291.3854   -18350.1470   5.1293%
       932     15917.26     12858.70   -19291.2226   -18350.1470   5.1284%
       933     15932.29     12879.88   -19291.0802   -18350.1470   5.1277%
       934     15946.99     12901.61   -19290.9602   -18350.1470   5.1270%
       935     15958.67     12922.48   -19290.8459   -18350.1470   5.1264%
       936     15974.17     12943.74   -19290.8459   -18350.1470   5.1264%
       937     15987.02     12964.68   -19290.8459   -18350.1470   5.1264%
       938     15997.11     12985.29   -19290.4661   -18350.1470   5.1243%
       939     16010.75     13006.51   -19290.4472   -18350.1470   5.1242%
       940     16019.87     13025.98   -19290.4472   -18350.1470   5.1242%
       941     16035.27     13048.40   -19290.4472   -18350.1470   5.1242%
       942     16050.89     13069.76   -19290.4277   -18350.1470   5.1241%
       943     16063.12     13091.01   -19289.7802   -18350.1470   5.1206%
       944     16074.12     13110.95   -19289.7022   -18350.1470   5.1202%
       945     16087.82     13132.25   -19289.6545   -18350.1470   5.1199%
       946     16100.75     13152.71   -19289.5586   -18350.1470   5.1194%
       947     16115.46     13174.09   -19289.1926   -18350.1470   5.1174%
       948     16129.69     13195.34   -19289.0554   -18350.1470   5.1166%
       949     16142.64     13216.16   -19288.6790   -18350.1470   5.1146%
       950     16150.46     13235.78   -19288.6790   -18350.1470   5.1146%
       951     16159.62     13255.83   -19288.6405   -18350.1470   5.1144%
       952     16168.41     13276.48   -19288.5974   -18350.1470   5.1141%
       953     16183.20     13298.25   -19287.4391   -18350.1470   5.1078%
       954     16202.92     13321.86   -19287.4391   -18350.1470   5.1078%
       955     16220.14     13344.06   -19287.4391   -18350.1470   5.1078%
       956     16235.77     13366.68   -19287.3593   -18350.1470   5.1074%
       957     16245.32     13386.95   -19287.1832   -18350.1470   5.1064%
       958     16256.18     13408.68   -19286.7698   -18350.1470   5.1042%
       959     16268.46     13429.71   -19286.6802   -18350.1470   5.1037%
       960     16282.86     13451.36   -19286.5789   -18350.1470   5.1031%
       961     16296.12     13472.89   -19286.4745   -18350.1470   5.1026%
       962     16307.31     13493.96   -19286.1835   -18350.1470   5.1010%
       963     16318.87     13515.97   -19286.1452   -18350.1470   5.1008%
       964     16328.56     13536.49   -19285.8688   -18350.1470   5.0993%
       965     16339.14     13557.86   -19285.7519   -18350.1470   5.0986%
       966     16354.83     13579.63   -19285.7225   -18350.1470   5.0985%
       967     16367.31     13601.35   -19285.5624   -18350.1470   5.0976%
       968     16379.80     13622.37   -19285.3692   -18350.1470   5.0965%
       969     16395.05     13645.20   -19285.1837   -18350.1470   5.0955%
       970     16409.96     13667.10   -19285.1837   -18350.1470   5.0955%
       971     16424.43     13688.99   -19284.9903   -18350.1470   5.0945%
       972     16433.21     13709.29   -19284.7945   -18350.1470   5.0934%
       973     16442.79     13729.08   -19284.5186   -18350.1470   5.0919%
       974     16453.21     13750.62   -19284.5086   -18350.1470   5.0918%
       975     16464.66     13772.16   -19284.3598   -18350.1470   5.0910%
       976     16482.77     13795.71   -19284.2261   -18350.1470   5.0903%
       977     16496.01     13817.38   -19284.1346   -18350.1470   5.0898%
       978     16509.12     13839.61   -19284.0472   -18350.1470   5.0893%
       979     16519.10     13860.16   -19283.8880   -18350.1470   5.0885%
       980     16532.19     13882.31   -19283.8459   -18350.1470   5.0882%
       981     16541.45     13902.03   -19283.8459   -18350.1470   5.0882%
       982     16549.86     13921.40   -19283.8459   -18350.1470   5.0882%
       983     16563.71     13943.83   -19283.5018   -18350.1470   5.0864%
       984     16575.37     13965.29   -19283.4953   -18350.1470   5.0863%
       985     16581.46     13986.81   -19283.4953   -18350.1470   5.0863%
       986     16596.22     14008.90   -19283.1361   -18350.1470   5.0844%
       987     16610.41     14031.12   -19282.8271   -18350.1470   5.0827%
       988     16623.58     14052.66   -19282.8271   -18350.1470   5.0827%
       989     16637.49     14075.34   -19282.8079   -18350.1470   5.0826%
       990     16647.21     14095.70   -19282.7929   -18350.1470   5.0825%
       991     16661.83     14118.08   -19282.7015   -18350.1470   5.0820%
       992     16675.31     14140.42   -19282.5009   -18350.1470   5.0809%
       993     16690.13     14162.69   -19282.4820   -18350.1470   5.0808%
       994     16700.88     14184.48   -19282.3884   -18350.1470   5.0803%
       995     16713.48     14205.90   -19282.3884   -18350.1470   5.0803%
       996     16723.71     14227.76   -19282.1605   -18350.1470   5.0791%
       997     16735.42     14249.29   -19281.8195   -18350.1470   5.0772%
       998     16749.36     14271.83   -19281.7590   -18350.1470   5.0769%
       999     16760.24     14293.18   -19281.5445   -18350.1470   5.0757%
      1000     16767.18     14314.81   -19281.0305   -18350.1470   5.0729%
      1001     16781.92     14337.29   -19281.0305   -18350.1470   5.0729%
      1002     16792.80     14358.75   -19280.9319   -18350.1470   5.0724%
      1003     16799.55     14378.12   -19280.2895   -18350.1470   5.0689%
      1004     16813.86     14400.61   -19280.2895   -18350.1470   5.0689%
      1005     16821.20     14421.78   -19280.2255   -18350.1470   5.0685%
      1006     16834.56     14443.31   -19280.2255   -18350.1470   5.0685%
      1007     16844.59     14465.11   -19280.2255   -18350.1470   5.0685%
      1008     16855.74     14486.37   -19280.1075   -18350.1470   5.0679%
      1009     16862.95     14505.79   -19280.1075   -18350.1470   5.0679%
      1010     16878.50     14528.64   -19279.6454   -18350.1470   5.0653%
      1011     16896.16     14553.03   -19279.5459   -18350.1470   5.0648%
      1012     16909.57     14575.63   -19279.3948   -18350.1470   5.0640%
      1013     16920.80     14597.37   -19279.2664   -18350.1470   5.0633%
      1014     16929.95     14618.17   -19279.0886   -18350.1470   5.0623%
      1015     16940.30     14639.32   -19278.8458   -18350.1470   5.0610%
      1016     16956.42     14662.65   -19278.8055   -18350.1470   5.0608%
      1017     16972.68     14685.83   -19278.6729   -18350.1470   5.0600%
      1018     16987.11     14709.12   -19278.4720   -18350.1470   5.0590%
      1019     17000.00     14730.85   -19278.4720   -18350.1470   5.0590%
      1020     17013.91     14754.23   -19278.4720   -18350.1470   5.0590%
      1021     17024.67     14775.83   -19278.4720   -18350.1470   5.0590%
      1022     17039.22     14799.67   -19278.3117   -18350.1470   5.0581%
      1023     17052.71     14822.22   -19278.2589   -18350.1470   5.0578%
      1024     17067.32     14845.23   -19277.1535   -18350.1470   5.0518%
      1025     17081.36     14867.85   -19276.8748   -18350.1470   5.0502%
      1026     17094.48     14890.33   -19276.6449   -18350.1470   5.0490%
      1027     17109.40     14913.62   -19276.3236   -18350.1470   5.0472%
      1028     17123.83     14936.93   -19276.3236   -18350.1470   5.0472%
      1029     17134.49     14959.98   -19276.2502   -18350.1470   5.0468%
      1030     17149.13     14983.03   -19276.1411   -18350.1470   5.0462%
      1031     17161.56     15005.66   -19275.5949   -18350.1470   5.0433%
      1032     17174.47     15027.60   -19275.5949   -18350.1470   5.0433%
      1033     17187.13     15050.53   -19275.5949   -18350.1470   5.0433%
      1034     17201.84     15073.76   -19275.5949   -18350.1470   5.0433%
