---------------------------------------
Begin Slurm Prolog: Apr-24-2025 13:17:38
Job ID:    4157956
User ID:   jyang872
Account:   gts-jscott319
Job name:  process
Partition: cpu-large
QOS:       inferno
---------------------------------------

CommandNotFoundError: Your shell has not been properly configured to use 'conda deactivate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.



Due to MODULEPATH changes, the following have been reloaded:
  1) gmp/6.2.1     2) mpc/1.3.1     3) mpfr/4.2.0     4) zlib/1.2.13

Solving the problem via SBB...
	Maximum iteration: 100000000.0
	Maximum time: 86400
	Tolerance: 1E-03
Initialize the model...
	Root node lower bound: -1131.77, upper bound: -1126.42
	Total initialization CPU time: 3.50 s
Done.
Solving the model...
================================================================================
  iteration     CPU time    wall time  lower bound  upper bound     gap
        46       133.65        91.44   -1131.7696   -1126.4218   0.4748%
        47       135.21        92.34   -1131.7696   -1126.4218   0.4748%
        48       136.52        93.07   -1131.7696   -1126.4218   0.4748%
        49       137.45        93.80   -1131.7696   -1126.4218   0.4748%
        50       138.81        94.51   -1131.7696   -1126.4218   0.4748%
        51       140.31        95.34   -1131.7696   -1126.4218   0.4748%
        52       141.67        96.08   -1131.7687   -1126.4218   0.4747%
        53       142.76        96.67   -1131.7683   -1126.4218   0.4746%
        54       143.64        97.34   -1131.7562   -1126.4218   0.4736%
        55       144.77        98.27   -1131.7505   -1126.4218   0.4731%
        56       145.59        98.87   -1131.7469   -1126.4218   0.4727%
        57       146.45        99.52   -1131.7161   -1126.4218   0.4700%
        58       147.67       100.19   -1131.6952   -1126.4218   0.4682%
        59       148.52       100.81   -1131.6877   -1126.4218   0.4675%
        60       149.47       101.42   -1131.6862   -1126.4218   0.4674%
        61       150.61       102.04   -1131.6676   -1126.4218   0.4657%
        62       151.43       102.69   -1131.6643   -1126.4218   0.4654%
        63       152.27       103.31   -1131.6627   -1126.4218   0.4653%
        64       153.22       103.92   -1131.6442   -1126.4218   0.4636%
        65       154.05       104.54   -1131.5940   -1126.4218   0.4592%
        66       155.29       105.19   -1131.5643   -1126.4218   0.4565%
        67       156.46       105.83   -1131.5229   -1126.4218   0.4529%
        68       157.42       106.45   -1131.5192   -1126.4218   0.4525%
        69       158.60       107.08   -1131.5097   -1126.4218   0.4517%
        70       159.43       107.70   -1131.5065   -1126.4218   0.4514%
        71       160.27       108.33   -1131.4935   -1126.4218   0.4502%
        72       161.44       108.96   -1131.4576   -1126.4218   0.4471%
        73       162.38       109.53   -1131.4398   -1126.4218   0.4455%
        74       163.23       110.16   -1131.4240   -1126.4218   0.4441%
        75       164.36       110.78   -1131.4205   -1126.4218   0.4438%
        76       165.23       111.42   -1131.3849   -1126.4218   0.4406%
        77       166.12       112.11   -1131.3547   -1126.4218   0.4379%
        78       167.26       112.73   -1131.3447   -1126.4218   0.4370%
        79       168.47       113.41   -1131.3407   -1126.4218   0.4367%
        80       169.42       114.13   -1131.2752   -1126.4218   0.4309%
        81       170.55       114.72   -1131.2694   -1126.4218   0.4304%
        82       171.78       115.39   -1131.2518   -1126.4218   0.4288%
        83       172.98       116.05   -1131.2446   -1126.4218   0.4282%
        84       173.93       116.65   -1131.2229   -1126.4218   0.4262%
        85       175.07       117.26   -1131.2183   -1126.4218   0.4258%
        86       175.93       117.88   -1131.1686   -1126.4218   0.4214%
        87       177.13       118.54   -1131.1570   -1126.4218   0.4204%
        88       178.29       119.17   -1131.1455   -1126.4218   0.4193%
        89       179.28       119.80   -1131.1172   -1126.4218   0.4168%
        90       180.17       120.46   -1131.0859   -1126.4218   0.4141%
        91       181.02       121.10   -1131.0794   -1126.4218   0.4135%
        92       182.17       121.71   -1131.0669   -1126.4218   0.4124%
        93       183.31       122.34   -1131.0332   -1126.4218   0.4094%
        94       184.46       122.94   -1131.0087   -1126.4218   0.4072%
        95       185.65       123.63   -1131.0027   -1126.4218   0.4067%
        96       186.81       124.25   -1130.9625   -1126.4218   0.4031%
        97       187.92       124.87   -1130.9414   -1126.4218   0.4012%
        98       189.05       125.48   -1130.9380   -1126.4218   0.4009%
        99       190.23       126.14   -1130.9302   -1126.4218   0.4002%
       100       191.41       126.79   -1130.9272   -1126.4218   0.4000%
       101       192.55       127.38   -1130.9215   -1126.4218   0.3995%
       102       193.72       128.03   -1130.9103   -1126.4218   0.3985%
       103       194.84       128.66   -1130.8985   -1126.4218   0.3974%
       104       195.99       129.28   -1130.8794   -1126.4218   0.3957%
       105       197.10       129.88   -1130.8661   -1126.4218   0.3945%
       106       198.31       130.54   -1130.8318   -1126.4218   0.3915%
       107       199.47       131.17   -1130.8264   -1126.4218   0.3910%
       108       200.33       131.83   -1130.8246   -1126.4218   0.3909%
       109       201.17       132.45   -1130.8150   -1126.4218   0.3900%
       110       202.30       133.05   -1130.7990   -1126.4218   0.3886%
       111       203.48       133.69   -1130.7873   -1126.4218   0.3876%
       112       204.49       134.32   -1130.7378   -1126.4218   0.3832%
       113       205.66       134.93   -1130.7351   -1126.4218   0.3829%
       114       206.84       135.55   -1130.7344   -1126.4218   0.3829%
       115       207.86       136.19   -1130.6763   -1126.4218   0.3777%
       116       209.04       136.87   -1130.6734   -1126.4218   0.3774%
       117       209.91       137.52   -1130.6619   -1126.4218   0.3764%
       118       211.06       138.13   -1130.6382   -1126.4218   0.3743%
       119       212.16       138.74   -1130.6277   -1126.4218   0.3734%
       120       213.28       139.35   -1130.6176   -1126.4218   0.3725%
       121       214.44       139.97   -1130.6168   -1126.4218   0.3724%
       122       215.58       140.57   -1130.6160   -1126.4218   0.3723%
       123       216.76       141.23   -1130.6064   -1126.4218   0.3715%
       124       217.60       142.06   -1130.5577   -1126.4218   0.3672%
       125       218.76       142.67   -1130.5397   -1126.4218   0.3656%
       126       219.90       143.28   -1130.5350   -1126.4218   0.3651%
       127       221.02       143.88   -1130.4738   -1126.4218   0.3597%
       128       222.19       144.51   -1130.4481   -1126.4218   0.3574%
       129       223.31       145.11   -1130.4286   -1126.4218   0.3557%
       130       224.46       145.74   -1130.4230   -1126.4218   0.3552%
       131       225.59       146.35   -1130.4015   -1126.4218   0.3533%
       132       226.70       146.95   -1130.3989   -1126.4218   0.3531%
       133       227.82       147.55   -1130.3956   -1126.4218   0.3528%
       134       228.98       148.18   -1130.3829   -1126.4218   0.3516%
       135       230.15       148.81   -1130.3603   -1126.4218   0.3496%
       136       231.04       149.48   -1130.3464   -1126.4218   0.3484%
       137       232.15       150.07   -1130.3433   -1126.4218   0.3481%
       138       233.34       150.69   -1130.3333   -1126.4218   0.3472%
       139       234.50       151.32   -1130.3268   -1126.4218   0.3467%
       140       235.66       151.93   -1130.3267   -1126.4218   0.3467%
       141       236.50       152.58   -1130.3260   -1126.4218   0.3466%
       142       237.72       153.27   -1130.3042   -1126.4218   0.3447%
       143       238.88       153.90   -1130.2991   -1126.4218   0.3442%
       144       240.03       154.51   -1130.2902   -1126.4218   0.3434%
       145       241.16       155.13   -1130.2881   -1126.4218   0.3432%
       146       242.29       155.73   -1130.2699   -1126.4218   0.3416%
       147       243.41       156.32   -1130.2668   -1126.4218   0.3413%
       148       244.56       156.95   -1130.2592   -1126.4218   0.3407%
       149       245.69       157.55   -1130.2559   -1126.4218   0.3404%
       150       246.81       158.17   -1130.2511   -1126.4218   0.3400%
       151       247.93       158.78   -1130.2470   -1126.4218   0.3396%
       152       249.05       159.39   -1130.2298   -1126.4218   0.3381%
       153       250.18       160.02   -1130.2295   -1126.4218   0.3380%
       154       251.18       160.64   -1130.2278   -1126.4218   0.3379%
       155       252.33       161.25   -1130.2136   -1126.4218   0.3366%
       156       253.46       161.90   -1130.2104   -1126.4218   0.3363%
       157       254.60       162.53   -1130.2066   -1126.4218   0.3360%
       158       255.83       163.18   -1130.2025   -1126.4218   0.3356%
       159       257.01       163.84   -1130.1909   -1126.4218   0.3346%
       160       258.25       164.49   -1130.1793   -1126.4218   0.3336%
       161       259.40       165.13   -1130.1783   -1126.4218   0.3335%
       162       260.56       165.79   -1130.1589   -1126.4218   0.3318%
       163       261.69       166.39   -1130.1405   -1126.4218   0.3301%
       164       262.86       167.02   -1130.1284   -1126.4218   0.3291%
       165       263.89       167.68   -1130.1275   -1126.4218   0.3290%
       166       265.04       168.30   -1130.1259   -1126.4218   0.3288%
       167       266.21       168.94   -1130.1176   -1126.4218   0.3281%
       168       267.41       169.59   -1130.1155   -1126.4218   0.3279%
       169       268.56       170.21   -1130.0825   -1126.4218   0.3250%
       170       269.67       170.82   -1130.0768   -1126.4218   0.3245%
       171       270.81       171.44   -1130.0706   -1126.4218   0.3239%
       172       271.95       172.05   -1130.0569   -1126.4218   0.3227%
       173       273.07       172.67   -1130.0515   -1126.4218   0.3222%
       174       274.19       173.28   -1130.0470   -1126.4218   0.3218%
       175       275.32       173.90   -1130.0412   -1126.4218   0.3213%
       176       276.46       174.53   -1130.0386   -1126.4218   0.3211%
       177       277.60       175.16   -1130.0318   -1126.4218   0.3205%
       178       278.71       175.78   -1130.0308   -1126.4218   0.3204%
       179       279.86       176.40   -1130.0254   -1126.4218   0.3199%
       180       280.98       177.00   -1130.0165   -1126.4218   0.3191%
       181       282.11       177.62   -1129.9999   -1126.4218   0.3177%
       182       283.27       178.24   -1129.9954   -1126.4218   0.3172%
       183       284.37       178.86   -1129.9844   -1126.4218   0.3163%
       184       285.54       179.47   -1129.9778   -1126.4218   0.3157%
       185       286.71       180.10   -1129.9639   -1126.4218   0.3145%
       186       288.42       181.00   -1129.9605   -1126.4218   0.3141%
       187       289.58       181.65   -1129.9486   -1126.4218   0.3131%
       188       290.73       182.28   -1129.9375   -1126.4218   0.3121%
       189       291.87       182.90   -1129.9257   -1126.4218   0.3111%
       190       293.07       183.60   -1129.9119   -1126.4218   0.3098%
       191       294.22       184.24   -1129.9109   -1126.4218   0.3098%
       192       295.37       184.86   -1129.9100   -1126.4218   0.3097%
       193       296.50       185.49   -1129.9096   -1126.4218   0.3096%
       194       297.62       186.10   -1129.9065   -1126.4218   0.3094%
       195       298.79       186.76   -1129.9017   -1126.4218   0.3089%
       196       299.64       187.42   -1129.8914   -1126.4218   0.3080%
       197       300.79       188.05   -1129.8872   -1126.4218   0.3076%
       198       301.93       188.66   -1129.8821   -1126.4218   0.3072%
       199       303.11       189.32   -1129.8641   -1126.4218   0.3056%
       200       304.23       189.94   -1129.8602   -1126.4218   0.3053%
       201       305.37       190.57   -1129.8579   -1126.4218   0.3050%
       202       306.49       191.17   -1129.8552   -1126.4218   0.3048%
       203       307.64       191.82   -1129.8485   -1126.4218   0.3042%
       204       308.84       192.49   -1129.8458   -1126.4218   0.3040%
       205       310.00       193.13   -1129.8433   -1126.4218   0.3037%
       206       311.12       193.75   -1129.8299   -1126.4218   0.3026%
       207       312.40       194.44   -1129.8239   -1126.4218   0.3020%
       208       313.38       195.04   -1129.8216   -1126.4218   0.3018%
       209       314.40       195.69   -1129.8210   -1126.4218   0.3018%
       210       315.37       196.28   -1129.8140   -1126.4218   0.3011%
       211       316.34       196.90   -1129.8128   -1126.4218   0.3010%
       212       317.32       197.49   -1129.8073   -1126.4218   0.3005%
       213       318.47       198.13   -1129.8054   -1126.4218   0.3004%
       214       319.59       198.75   -1129.8012   -1126.4218   0.3000%
       215       320.55       199.34   -1129.8005   -1126.4218   0.2999%
       216       321.70       199.97   -1129.7993   -1126.4218   0.2998%
       217       322.68       200.57   -1129.7985   -1126.4218   0.2998%
       218       323.86       201.20   -1129.7973   -1126.4218   0.2997%
       219       325.00       201.84   -1129.7912   -1126.4218   0.2991%
       220       326.14       202.47   -1129.7894   -1126.4218   0.2990%
       221       327.30       203.09   -1129.7887   -1126.4218   0.2989%
       222       328.45       203.72   -1129.7839   -1126.4218   0.2985%
       223       329.41       204.33   -1129.7816   -1126.4218   0.2983%
       224       330.56       204.96   -1129.7804   -1126.4218   0.2982%
       225       331.51       205.56   -1129.7788   -1126.4218   0.2980%
       226       332.67       206.21   -1129.7778   -1126.4218   0.2979%
       227       333.82       206.85   -1129.7754   -1126.4218   0.2977%
       228       334.71       207.53   -1129.7748   -1126.4218   0.2977%
       229       335.87       208.17   -1129.7708   -1126.4218   0.2973%
       230       337.05       208.82   -1129.7647   -1126.4218   0.2968%
       231       338.23       209.47   -1129.7632   -1126.4218   0.2966%
       232       339.20       210.08   -1129.7616   -1126.4218   0.2965%
       233       340.36       210.74   -1129.7580   -1126.4218   0.2962%
       234       341.54       211.39   -1129.7564   -1126.4218   0.2960%
       235       342.68       212.02   -1129.7561   -1126.4218   0.2960%
       236       343.64       212.62   -1129.7556   -1126.4218   0.2960%
       237       344.79       213.26   -1129.7444   -1126.4218   0.2950%
       238       345.93       213.89   -1129.7422   -1126.4218   0.2948%
       239       347.09       214.53   -1129.7409   -1126.4218   0.2947%
       240       348.24       215.18   -1129.7391   -1126.4218   0.2945%
       241       349.21       215.78   -1129.7363   -1126.4218   0.2943%
       242       350.08       216.46   -1129.7309   -1126.4218   0.2938%
       243       351.25       217.10   -1129.7302   -1126.4218   0.2937%
       244       352.41       217.76   -1129.7264   -1126.4218   0.2934%
       245       353.40       218.39   -1129.7216   -1126.4218   0.2929%
       246       354.56       219.03   -1129.7168   -1126.4218   0.2925%
       247       355.72       219.67   -1129.7116   -1126.4218   0.2921%
       248       356.68       220.28   -1129.7107   -1126.4218   0.2920%
       249       357.93       220.98   -1129.7059   -1126.4218   0.2915%
       250       359.08       221.62   -1129.7009   -1126.4218   0.2911%
       251       360.26       222.31   -1129.6917   -1126.4218   0.2903%
       252       361.70       223.23   -1129.6912   -1126.4218   0.2902%
       253       362.95       224.13   -1129.6903   -1126.4218   0.2902%
       254       364.10       224.77   -1129.6900   -1126.4218   0.2901%
       255       365.28       225.44   -1129.6894   -1126.4218   0.2901%
       256       366.44       226.09   -1129.6808   -1126.4218   0.2893%
       257       367.45       226.74   -1129.6806   -1126.4218   0.2893%
       258       368.60       227.40   -1129.6794   -1126.4218   0.2892%
       259       369.76       228.07   -1129.6766   -1126.4218   0.2889%
       260       370.92       228.73   -1129.6728   -1126.4218   0.2886%
       261       372.07       229.39   -1129.6728   -1126.4218   0.2886%
       262       373.26       230.07   -1129.6672   -1126.4218   0.2881%
       263       374.41       230.74   -1129.6658   -1126.4218   0.2880%
       264       375.55       231.41   -1129.6653   -1126.4218   0.2879%
       265       376.72       232.08   -1129.6611   -1126.4218   0.2876%
       266       377.90       232.74   -1129.6586   -1126.4218   0.2874%
       267       379.08       233.40   -1129.6525   -1126.4218   0.2868%
       268       380.24       234.06   -1129.6505   -1126.4218   0.2866%
       269       381.21       234.71   -1129.6467   -1126.4218   0.2863%
       270       382.18       235.34   -1129.6442   -1126.4218   0.2861%
       271       383.31       235.99   -1129.6326   -1126.4218   0.2850%
       272       384.46       236.66   -1129.6324   -1126.4218   0.2850%
       273       385.63       237.34   -1129.6245   -1126.4218   0.2843%
       274       386.77       238.01   -1129.6243   -1126.4218   0.2843%
       275       387.94       238.67   -1129.6232   -1126.4218   0.2842%
       276       389.10       239.36   -1129.6200   -1126.4218   0.2839%
       277       390.09       240.03   -1129.6092   -1126.4218   0.2830%
       278       391.08       240.66   -1129.6072   -1126.4218   0.2828%
       279       392.26       241.34   -1129.6069   -1126.4218   0.2828%
       280       393.42       242.00   -1129.6063   -1126.4218   0.2827%
       281       394.60       242.67   -1129.6057   -1126.4218   0.2827%
       282       395.76       243.34   -1129.6043   -1126.4218   0.2825%
       283       396.73       243.97   -1129.6016   -1126.4218   0.2823%
       284       397.93       244.65   -1129.6006   -1126.4218   0.2822%
       285       399.08       245.33   -1129.5998   -1126.4218   0.2821%
       286       400.26       245.99   -1129.5987   -1126.4218   0.2820%
       287       401.41       246.67   -1129.5916   -1126.4218   0.2814%
       288       402.60       247.35   -1129.5892   -1126.4218   0.2812%
       289       403.80       248.06   -1129.5886   -1126.4218   0.2811%
       290       405.01       248.75   -1129.5871   -1126.4218   0.2810%
       291       406.20       249.43   -1129.5852   -1126.4218   0.2808%
       292       407.34       250.08   -1129.5808   -1126.4218   0.2804%
       293       408.52       250.77   -1129.5778   -1126.4218   0.2802%
       294       409.69       251.46   -1129.5765   -1126.4218   0.2801%
       295       410.88       252.14   -1129.5763   -1126.4218   0.2800%
       296       412.07       252.83   -1129.5760   -1126.4218   0.2800%
       297       413.23       253.51   -1129.5720   -1126.4218   0.2797%
       298       414.39       254.19   -1129.5709   -1126.4218   0.2796%
       299       415.55       254.86   -1129.5684   -1126.4218   0.2793%
       300       416.51       255.50   -1129.5614   -1126.4218   0.2787%
       301       417.65       256.16   -1129.5587   -1126.4218   0.2785%
       302       418.67       256.81   -1129.5583   -1126.4218   0.2784%
       303       419.67       257.45   -1129.5579   -1126.4218   0.2784%
       304       420.66       258.09   -1129.5565   -1126.4218   0.2783%
       305       421.68       258.73   -1129.5565   -1126.4218   0.2783%
       306       422.87       259.43   -1129.5563   -1126.4218   0.2783%
       307       424.07       260.13   -1129.5557   -1126.4218   0.2782%
       308       425.08       260.79   -1129.5534   -1126.4218   0.2780%
       309       426.09       261.45   -1129.5533   -1126.4218   0.2780%
       310       426.94       262.14   -1129.5526   -1126.4218   0.2779%
       311       427.93       262.78   -1129.5522   -1126.4218   0.2779%
       312       428.97       263.46   -1129.5500   -1126.4218   0.2777%
       313       430.18       264.16   -1129.5490   -1126.4218   0.2776%
       314       431.19       264.80   -1129.5473   -1126.4218   0.2775%
       315       432.21       265.46   -1129.5464   -1126.4218   0.2774%
       316       433.96       266.70   -1129.5432   -1126.4218   0.2771%
       317       434.94       267.34   -1129.5411   -1126.4218   0.2769%
       318       435.95       267.99   -1129.5398   -1126.4218   0.2768%
       319       437.14       268.69   -1129.5396   -1126.4218   0.2768%
       320       438.29       269.37   -1129.5362   -1126.4218   0.2765%
       321       439.27       270.01   -1129.5339   -1126.4218   0.2763%
       322       440.32       270.67   -1129.5336   -1126.4218   0.2762%
       323       441.33       271.31   -1129.5335   -1126.4218   0.2762%
       324       442.33       271.94   -1129.5329   -1126.4218   0.2762%
       325       443.32       272.57   -1129.5325   -1126.4218   0.2762%
       326       444.49       273.25   -1129.5318   -1126.4218   0.2761%
       327       445.49       273.89   -1129.5306   -1126.4218   0.2760%
       328       446.49       274.53   -1129.5288   -1126.4218   0.2758%
       329       447.49       275.17   -1129.5279   -1126.4218   0.2757%
       330       448.49       275.82   -1129.5270   -1126.4218   0.2757%
       331       449.46       276.47   -1129.5257   -1126.4218   0.2755%
       332       450.66       277.17   -1129.5247   -1126.4218   0.2755%
       333       451.73       277.85   -1129.5244   -1126.4218   0.2754%
       334       452.74       278.52   -1129.5244   -1126.4218   0.2754%
       335       453.72       279.21   -1129.5226   -1126.4218   0.2753%
       336       454.98       279.94   -1129.5221   -1126.4218   0.2752%
       337       455.97       280.60   -1129.5188   -1126.4218   0.2749%
       338       457.02       281.26   -1129.5183   -1126.4218   0.2749%
       339       458.02       281.92   -1129.5165   -1126.4218   0.2747%
       340       459.19       282.59   -1129.5158   -1126.4218   0.2747%
       341       460.25       283.24   -1129.5144   -1126.4218   0.2745%
       342       461.26       283.89   -1129.5137   -1126.4218   0.2745%
       343       462.45       284.58   -1129.5119   -1126.4218   0.2743%
       344       463.45       285.22   -1129.5082   -1126.4218   0.2740%
       345       464.43       285.87   -1129.5075   -1126.4218   0.2739%
       346       465.80       286.87   -1129.5053   -1126.4218   0.2737%
       347       466.97       287.56   -1129.5053   -1126.4218   0.2737%
       348       468.12       288.22   -1129.5036   -1126.4218   0.2736%
       349       469.10       288.86   -1129.5028   -1126.4218   0.2735%
       350       470.09       289.51   -1129.5024   -1126.4218   0.2735%
       351       471.26       290.18   -1129.4992   -1126.4218   0.2732%
       352       472.29       290.86   -1129.4977   -1126.4218   0.2731%
       353       473.44       291.55   -1129.4965   -1126.4218   0.2730%
       354       474.62       292.24   -1129.4958   -1126.4218   0.2729%
       355       475.70       292.91   -1129.4953   -1126.4218   0.2729%
       356       476.69       293.57   -1129.4941   -1126.4218   0.2727%
       357       477.71       294.24   -1129.4905   -1126.4218   0.2724%
       358       478.94       294.95   -1129.4899   -1126.4218   0.2724%
       359       479.95       295.61   -1129.4897   -1126.4218   0.2724%
       360       481.10       296.29   -1129.4888   -1126.4218   0.2723%
       361       482.08       296.94   -1129.4865   -1126.4218   0.2721%
       362       483.23       297.61   -1129.4833   -1126.4218   0.2718%
       363       484.27       298.27   -1129.4832   -1126.4218   0.2718%
       364       485.26       298.94   -1129.4772   -1126.4218   0.2712%
       365       486.26       299.60   -1129.4762   -1126.4218   0.2712%
       366       487.24       300.24   -1129.4755   -1126.4218   0.2711%
       367       488.27       300.91   -1129.4748   -1126.4218   0.2710%
       368       489.45       301.60   -1129.4716   -1126.4218   0.2708%
       369       490.47       302.26   -1129.4711   -1126.4218   0.2707%
       370       491.61       302.93   -1129.4698   -1126.4218   0.2706%
       371       492.59       303.58   -1129.4680   -1126.4218   0.2704%
       372       493.77       304.26   -1129.4675   -1126.4218   0.2704%
       373       494.91       304.94   -1129.4641   -1126.4218   0.2701%
       374       495.91       305.58   -1129.4624   -1126.4218   0.2699%
       375       497.22       306.44   -1129.4599   -1126.4218   0.2697%
       376       498.20       307.10   -1129.4591   -1126.4218   0.2696%
       377       499.21       307.77   -1129.4589   -1126.4218   0.2696%
       378       500.36       308.46   -1129.4580   -1126.4218   0.2695%
       379       501.56       309.14   -1129.4556   -1126.4218   0.2693%
       380       502.58       309.81   -1129.4539   -1126.4218   0.2692%
       381       503.77       310.52   -1129.4518   -1126.4218   0.2690%
       382       504.96       311.23   -1129.4514   -1126.4218   0.2690%
       383       506.15       311.93   -1129.4503   -1126.4218   0.2689%
       384       507.31       312.62   -1129.4497   -1126.4218   0.2688%
       385       508.30       313.28   -1129.4488   -1126.4218   0.2687%
       386       509.47       313.96   -1129.4457   -1126.4218   0.2685%
       387       510.47       314.63   -1129.4428   -1126.4218   0.2682%
       388       511.47       315.29   -1129.4427   -1126.4218   0.2682%
       389       512.66       315.99   -1129.4409   -1126.4218   0.2680%
       390       513.82       316.68   -1129.4405   -1126.4218   0.2680%
       391       514.85       317.35   -1129.4398   -1126.4218   0.2679%
       392       516.00       318.03   -1129.4360   -1126.4218   0.2676%
       393       517.17       318.74   -1129.4339   -1126.4218   0.2674%
       394       518.18       319.41   -1129.4324   -1126.4218   0.2673%
       395       519.18       320.07   -1129.4315   -1126.4218   0.2672%
       396       520.18       320.74   -1129.4272   -1126.4218   0.2668%
       397       521.07       321.50   -1129.4260   -1126.4218   0.2667%
       398       522.21       322.21   -1129.4246   -1126.4218   0.2666%
       399       523.23       322.87   -1129.4244   -1126.4218   0.2666%
       400       524.24       323.53   -1129.4229   -1126.4218   0.2664%
       401       525.21       324.20   -1129.4208   -1126.4218   0.2662%
       402       526.34       324.90   -1129.4168   -1126.4218   0.2659%
       403       527.30       325.56   -1129.4165   -1126.4218   0.2659%
       404       528.30       326.24   -1129.4117   -1126.4218   0.2654%
       405       529.43       326.94   -1129.4079   -1126.4218   0.2651%
       406       530.44       327.61   -1129.4074   -1126.4218   0.2651%
       407       531.60       328.31   -1129.4060   -1126.4218   0.2649%
       408       532.77       329.02   -1129.4047   -1126.4218   0.2648%
       409       533.91       329.71   -1129.4046   -1126.4218   0.2648%
       410       534.92       330.39   -1129.4036   -1126.4218   0.2647%
       411       536.17       331.17   -1129.4006   -1126.4218   0.2644%
       412       537.18       331.90   -1129.4004   -1126.4218   0.2644%
       413       538.38       332.65   -1129.3982   -1126.4218   0.2642%
       414       539.38       333.33   -1129.3973   -1126.4218   0.2642%
       415       540.58       334.05   -1129.3926   -1126.4218   0.2637%
       416       541.71       334.75   -1129.3912   -1126.4218   0.2636%
       417       542.97       335.54   -1129.3903   -1126.4218   0.2635%
       418       543.98       336.27   -1129.3838   -1126.4218   0.2630%
       419       544.96       336.96   -1129.3834   -1126.4218   0.2629%
       420       545.96       337.64   -1129.3822   -1126.4218   0.2628%
       421       547.09       338.34   -1129.3820   -1126.4218   0.2628%
