---------------------------------------
Begin Slurm Prolog: Apr-24-2025 13:18:03
Job ID:    4157961
User ID:   jyang872
Account:   gts-jscott319
Job name:  pooling
Partition: cpu-large
QOS:       inferno
---------------------------------------

CommandNotFoundError: Your shell has not been properly configured to use 'conda deactivate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.



Due to MODULEPATH changes, the following have been reloaded:
  1) gmp/6.2.1     2) mpc/1.3.1     3) mpfr/4.2.0     4) zlib/1.2.13

Solving the problem via SBB...
	Maximum iteration: 100000000.0
	Maximum time: 86400
	Tolerance: 1E-03
Initialize the model...
	Root node lower bound: -1616.40, upper bound: -1338.25
	Total initialization CPU time: 28.00 s
Done.
Solving the model...
================================================================================
  iteration     CPU time    wall time  lower bound  upper bound     gap
        39      1724.63      1559.38   -1452.2791   -1338.2471   8.5210%
        40      1729.48      1562.09   -1452.2522   -1338.2471   8.5190%
        41      1733.66      1564.40   -1451.8685   -1338.2471   8.4903%
        42      1736.88      1566.28   -1451.7128   -1338.2471   8.4787%
        43      1744.61      1570.18   -1451.7128   -1338.2471   8.4787%
        44      1753.15      1575.00   -1451.1497   -1338.2471   8.4366%
        45      1766.87      1582.56   -1451.1497   -1338.2471   8.4366%
        46      1785.57      1591.00   -1448.6522   -1338.2471   8.2500%
        47      1789.54      1593.26   -1446.1661   -1338.2471   8.0642%
        48      1802.64      1600.66   -1444.6166   -1338.2471   7.9484%
        49      1814.68      1608.29   -1444.2393   -1338.2471   7.9202%
        50      1819.05      1611.42   -1444.0746   -1338.2471   7.9079%
        51      1823.76      1614.15   -1443.5869   -1338.2471   7.8715%
        52      1828.08      1616.76   -1441.5092   -1338.2471   7.7162%
        53      1833.82      1620.02   -1441.3103   -1338.2471   7.7014%
        54      1844.41      1627.39   -1441.2111   -1338.2471   7.6939%
        55      1848.41      1629.75   -1441.0159   -1338.2471   7.6794%
        56      1853.02      1632.62   -1440.3894   -1338.2471   7.6325%
        57      1870.24      1645.68   -1440.3619   -1338.2471   7.6305%
        58      1875.34      1649.34   -1440.0121   -1338.2471   7.6044%
        59      1878.96      1651.53   -1439.4332   -1338.2471   7.5611%
        60      1882.20      1653.49   -1439.1060   -1338.2471   7.5366%
        61      2914.71      2673.16   -1439.1060   -1338.2471   7.5366%
        62      2955.98      2707.86   -1438.4380   -1338.2471   7.4867%
        63      4002.69      3747.09   -1438.4380   -1338.2471   7.4867%
        64      4023.83      3761.19   -1438.4380   -1338.2471   7.4867%
        65      4185.17      3913.00   -1437.2658   -1338.2471   7.3991%
        66      4189.91      3915.66   -1435.6416   -1338.2471   7.2778%
        67      4195.49      3919.93   -1435.1856   -1338.2471   7.2437%
        68      4198.90      3921.80   -1435.0461   -1338.2471   7.2333%
        69      4207.06      3926.24   -1435.0461   -1338.2471   7.2333%
        70      4215.08      3930.61   -1434.1119   -1338.2471   7.1635%
        71      4221.07      3934.20   -1433.5278   -1338.2471   7.1198%
        72      4227.21      3938.88   -1433.4172   -1338.2471   7.1116%
        73      4231.18      3941.52   -1432.8114   -1338.2471   7.0663%
        74      4235.33      3944.27   -1430.6579   -1338.2471   6.9054%
        75      4251.81      3952.54   -1430.3099   -1338.2471   6.8794%
        76      4270.28      3962.10   -1430.1785   -1338.2471   6.8695%
        77      4281.27      3968.11   -1429.3735   -1338.2471   6.8094%
        78      4284.34      3970.73   -1428.9817   -1338.2471   6.7801%
        79      4288.99      3974.05   -1428.9356   -1338.2471   6.7767%
        80      4294.14      3977.07   -1428.4217   -1338.2471   6.7383%
        81      4303.27      3982.47   -1428.3455   -1338.2471   6.7326%
        82      4309.52      3986.03   -1428.3218   -1338.2471   6.7308%
        83      4317.62      3991.11   -1428.1701   -1338.2471   6.7195%
        84      4321.57      3993.62   -1427.9499   -1338.2471   6.7030%
        85      4331.43      4001.71   -1427.7272   -1338.2471   6.6864%
        86      4337.07      4005.05   -1427.6358   -1338.2471   6.6795%
        87      4340.25      4006.87   -1427.6358   -1338.2471   6.6795%
        88      4344.44      4009.01   -1427.6358   -1338.2471   6.6795%
        89      4347.14      4011.40   -1427.4388   -1338.2471   6.6648%
        90      4349.72      4013.13   -1427.2570   -1338.2471   6.6512%
        91      4355.51      4016.43   -1426.4189   -1338.2471   6.5886%
        92      4358.88      4018.35   -1426.4189   -1338.2471   6.5886%
        93      4362.10      4020.39   -1426.4189   -1338.2471   6.5886%
        94      4365.29      4022.65   -1425.9592   -1338.2471   6.5543%
        95      4374.43      4028.84   -1425.9592   -1338.2471   6.5543%
        96      4384.00      4034.64   -1425.8021   -1338.2471   6.5425%
        97      4392.36      4039.72   -1425.7785   -1338.2471   6.5407%
        98      4396.92      4042.77   -1425.5154   -1338.2471   6.5211%
        99      4401.31      4045.13   -1424.9812   -1338.2471   6.4812%
       100      4404.80      4047.67   -1424.7795   -1338.2471   6.4661%
       101      4410.64      4050.75   -1423.5159   -1338.2471   6.3717%
       102      4413.65      4052.66   -1423.4063   -1338.2471   6.3635%
       103      4417.73      4055.00   -1422.6689   -1338.2471   6.3084%
       104      4421.49      4057.07   -1422.4896   -1338.2471   6.2950%
       105      4430.04      4061.89   -1422.1541   -1338.2471   6.2699%
       106      4433.43      4064.22   -1420.9060   -1338.2471   6.1767%
       107      4438.42      4066.80   -1420.6022   -1338.2471   6.1540%
       108      4444.63      4070.35   -1420.2487   -1338.2471   6.1275%
       109      4448.77      4072.60   -1420.2031   -1338.2471   6.1241%
       110      4454.37      4075.74   -1420.2031   -1338.2471   6.1241%
       111      4461.90      4080.15   -1420.1561   -1338.2471   6.1206%
       112      4468.15      4084.66   -1420.1561   -1338.2471   6.1206%
       113      4473.84      4088.52   -1420.1561   -1338.2471   6.1206%
       114      4479.96      4093.20   -1419.6546   -1338.2471   6.0831%
       115      4485.48      4096.83   -1419.6450   -1338.2471   6.0824%
       116      4488.90      4099.13   -1419.6450   -1338.2471   6.0824%
       117      4492.03      4101.34   -1419.2759   -1338.2471   6.0548%
       118      4495.02      4103.28   -1418.9772   -1338.2471   6.0325%
       119      4500.33      4106.49   -1418.9749   -1338.2471   6.0324%
       120      4508.40      4111.07   -1418.1667   -1338.2471   5.9720%
       121      4511.41      4112.95   -1417.6380   -1338.2471   5.9325%
       122      4514.02      4115.15   -1417.3060   -1338.2471   5.9076%
       123      4517.53      4117.24   -1416.8611   -1338.2471   5.8744%
       124      4524.49      4120.73   -1416.7218   -1338.2471   5.8640%
       125      4528.69      4123.12   -1416.4189   -1338.2471   5.8414%
       126      4531.76      4125.01   -1415.9254   -1338.2471   5.8045%
       127      4537.01      4128.56   -1415.7947   -1338.2471   5.7947%
       128      4542.44      4132.92   -1415.6124   -1338.2471   5.7811%
       129      4546.00      4134.94   -1415.3510   -1338.2471   5.7616%
       130      4549.38      4137.14   -1415.3114   -1338.2471   5.7586%
       131      4552.95      4139.44   -1415.1707   -1338.2471   5.7481%
       132      4557.91      4142.71   -1415.1108   -1338.2471   5.7436%
       133      4561.64      4145.37   -1414.8017   -1338.2471   5.7205%
       134      4578.05      4158.51   -1414.6704   -1338.2471   5.7107%
       135      4584.49      4162.96   -1413.9913   -1338.2471   5.6600%
       136      4592.57      4167.98   -1412.9988   -1338.2471   5.5858%
       137      4595.96      4170.00   -1412.8137   -1338.2471   5.5720%
       138      4607.92      4176.43   -1412.7249   -1338.2471   5.5653%
       139      4613.26      4180.41   -1412.4985   -1338.2471   5.5484%
       140      4617.64      4182.90   -1412.4645   -1338.2471   5.5459%
       141      4622.01      4185.10   -1412.0451   -1338.2471   5.5145%
       142      4625.16      4187.06   -1411.9167   -1338.2471   5.5049%
       143      4630.41      4189.86   -1411.6740   -1338.2471   5.4868%
       144      4638.18      4194.94   -1411.5381   -1338.2471   5.4766%
       145      4640.94      4196.84   -1411.3356   -1338.2471   5.4615%
       146      4644.85      4199.12   -1411.2789   -1338.2471   5.4573%
       147      4652.02      4203.26   -1411.2789   -1338.2471   5.4573%
       148      4659.20      4207.07   -1411.1563   -1338.2471   5.4481%
       149      4665.06      4210.59   -1410.8658   -1338.2471   5.4264%
       150      4668.17      4213.00   -1410.7491   -1338.2471   5.4177%
       151      4672.26      4215.35   -1410.7491   -1338.2471   5.4177%
       152      4676.04      4217.66   -1410.7117   -1338.2471   5.4149%
       153      4679.79      4219.91   -1410.6483   -1338.2471   5.4102%
       154      4682.51      4221.74   -1410.6111   -1338.2471   5.4074%
       155      4688.80      4225.75   -1410.5581   -1338.2471   5.4034%
       156      4692.80      4228.20   -1409.7522   -1338.2471   5.3432%
       157      4697.29      4230.68   -1409.3025   -1338.2471   5.3096%
       158      4700.14      4232.94   -1409.1355   -1338.2471   5.2971%
       159      4712.00      4241.01   -1408.9003   -1338.2471   5.2795%
       160      4719.21      4245.63   -1408.4894   -1338.2471   5.2488%
       161      4725.95      4250.80   -1408.4805   -1338.2471   5.2482%
       162      4731.79      4254.04   -1408.0856   -1338.2471   5.2187%
       163      4735.36      4256.25   -1408.0835   -1338.2471   5.2185%
       164      4738.84      4258.41   -1407.9879   -1338.2471   5.2114%
       165      4744.81      4263.17   -1407.7413   -1338.2471   5.1929%
       166      4756.38      4269.19   -1407.4692   -1338.2471   5.1726%
       167      4767.30      4275.53   -1407.3910   -1338.2471   5.1667%
       168      4770.64      4277.53   -1407.3106   -1338.2471   5.1607%
       169      4774.17      4279.77   -1406.6924   -1338.2471   5.1145%
       170      4787.05      4286.97   -1406.6479   -1338.2471   5.1112%
       171      4790.97      4289.61   -1406.4348   -1338.2471   5.0953%
       172      4800.41      4295.20   -1406.4207   -1338.2471   5.0942%
       173      4807.90      4299.75   -1406.3749   -1338.2471   5.0908%
       174      4811.17      4301.65   -1406.0832   -1338.2471   5.0690%
       175      4813.95      4303.51   -1405.9719   -1338.2471   5.0607%
       176      4821.71      4307.73   -1405.8406   -1338.2471   5.0509%
       177      4824.84      4310.27   -1405.7368   -1338.2471   5.0431%
       178      4833.93      4314.85   -1405.6332   -1338.2471   5.0354%
       179      4837.40      4317.03   -1405.1826   -1338.2471   5.0017%
       180      4841.73      4319.39   -1405.0397   -1338.2471   4.9911%
       181      4845.21      4321.58   -1404.9644   -1338.2471   4.9854%
       182      4854.36      4326.50   -1404.7058   -1338.2471   4.9661%
       183      4862.35      4331.42   -1404.7058   -1338.2471   4.9661%
       184      4869.02      4335.44   -1404.6541   -1338.2471   4.9622%
       185      4872.57      4337.60   -1404.3493   -1338.2471   4.9395%
       186      4875.99      4339.60   -1404.2588   -1338.2471   4.9327%
       187      4880.59      4343.01   -1404.1281   -1338.2471   4.9229%
       188      4884.91      4345.85   -1404.0634   -1338.2471   4.9181%
       189      4888.45      4347.92   -1403.9600   -1338.2471   4.9104%
       190      4892.63      4350.42   -1403.8393   -1338.2471   4.9014%
       191      4895.28      4352.19   -1403.5820   -1338.2471   4.8821%
       192      4898.80      4354.47   -1403.5673   -1338.2471   4.8810%
       193      4902.79      4357.72   -1403.5365   -1338.2471   4.8787%
       194      4910.30      4362.05   -1403.5022   -1338.2471   4.8762%
       195      4913.02      4363.84   -1403.2392   -1338.2471   4.8565%
       196      4916.81      4366.10   -1403.1203   -1338.2471   4.8476%
       197      4920.79      4368.34   -1402.9069   -1338.2471   4.8317%
       198      4930.90      4374.58   -1402.8343   -1338.2471   4.8263%
       199      4933.77      4377.17   -1402.7475   -1338.2471   4.8198%
       200      4944.94      4383.83   -1402.6092   -1338.2471   4.8094%
       201      4948.65      4386.20   -1402.5461   -1338.2471   4.8047%
       202      4952.92      4388.90   -1402.5268   -1338.2471   4.8033%
       203      4958.01      4392.07   -1402.4707   -1338.2471   4.7991%
       204      4961.51      4394.48   -1402.4617   -1338.2471   4.7984%
       205      4965.18      4397.13   -1402.3558   -1338.2471   4.7905%
       206      4969.67      4399.73   -1402.3558   -1338.2471   4.7905%
       207      4979.42      4404.65   -1402.3558   -1338.2471   4.7905%
       208      4990.78      4413.66   -1402.0987   -1338.2471   4.7713%
       209      4994.33      4415.78   -1401.9167   -1338.2471   4.7577%
       210      4998.65      4418.61   -1401.8566   -1338.2471   4.7532%
       211      5006.16      4423.83   -1401.7522   -1338.2471   4.7454%
       212      5010.46      4426.36   -1400.7980   -1338.2471   4.6741%
       213      5025.63      4436.88   -1400.7980   -1338.2471   4.6741%
       214      5034.21      4441.87   -1400.7819   -1338.2471   4.6729%
       215      5038.34      4444.44   -1400.4224   -1338.2471   4.6460%
       216      5044.37      4448.60   -1400.3237   -1338.2471   4.6386%
       217      5048.28      4451.36   -1400.2477   -1338.2471   4.6330%
       218      5051.47      4453.40   -1400.2477   -1338.2471   4.6330%
       219      5059.52      4457.96   -1400.1503   -1338.2471   4.6257%
       220      5066.61      4462.00   -1400.0122   -1338.2471   4.6154%
       221      5073.72      4466.45   -1400.0122   -1338.2471   4.6154%
       222      5078.83      4469.68   -1399.9054   -1338.2471   4.6074%
       223      5086.07      4473.98   -1399.9054   -1338.2471   4.6074%
       224      5092.50      4477.66   -1398.7961   -1338.2471   4.5245%
       225      5099.92      4481.76   -1398.7961   -1338.2471   4.5245%
       226      5106.75      4486.02   -1398.7223   -1338.2471   4.5190%
       227      5113.68      4490.43   -1398.6563   -1338.2471   4.5141%
       228      5120.14      4494.26   -1398.6435   -1338.2471   4.5131%
       229      5125.46      4497.75   -1398.2325   -1338.2471   4.4824%
       230      5127.97      4499.62   -1398.1351   -1338.2471   4.4751%
       231      5142.97      4509.49   -1398.0894   -1338.2471   4.4717%
       232      5150.16      4516.18   -1398.0037   -1338.2471   4.4653%
       233      5156.53      4520.12   -1397.5893   -1338.2471   4.4343%
       234      5160.26      4522.49   -1397.5879   -1338.2471   4.4342%
       235      5163.40      4524.44   -1397.4035   -1338.2471   4.4204%
       236      5172.70      4530.30   -1397.3320   -1338.2471   4.4151%
       237      5178.40      4534.45   -1397.2865   -1338.2471   4.4117%
       238      5183.95      4538.55   -1397.2219   -1338.2471   4.4069%
       239      5189.22      4541.48   -1397.0645   -1338.2471   4.3951%
       240      5191.95      4543.51   -1397.0176   -1338.2471   4.3916%
       241      5195.53      4545.55   -1396.9781   -1338.2471   4.3887%
       242      5200.24      4548.20   -1396.9106   -1338.2471   4.3836%
       243      5203.65      4551.09   -1396.8138   -1338.2471   4.3764%
       244      5206.86      4553.35   -1396.7775   -1338.2471   4.3737%
       245      5210.56      4555.53   -1396.7303   -1338.2471   4.3701%
       246      5214.45      4557.89   -1396.7303   -1338.2471   4.3701%
       247      5217.76      4560.06   -1396.6803   -1338.2471   4.3664%
       248      5221.81      4562.62   -1396.6803   -1338.2471   4.3664%
       249      5225.16      4564.98   -1396.6355   -1338.2471   4.3630%
       250      5238.81      4572.85   -1396.3302   -1338.2471   4.3402%
       251      5245.97      4576.98   -1396.2821   -1338.2471   4.3366%
       252      5248.59      4578.87   -1396.2803   -1338.2471   4.3365%
       253      5252.78      4581.97   -1396.1470   -1338.2471   4.3265%
       254      5264.80      4589.45   -1396.0582   -1338.2471   4.3199%
       255      5272.34      4594.31   -1396.0189   -1338.2471   4.3170%
       256      5275.51      4596.30   -1395.9836   -1338.2471   4.3143%
       257      5279.00      4598.36   -1395.8190   -1338.2471   4.3020%
       258      5282.20      4600.44   -1395.4929   -1338.2471   4.2777%
       259      5288.98      4604.72   -1395.4428   -1338.2471   4.2739%
       260      5292.08      4607.07   -1395.4428   -1338.2471   4.2739%
       261      5295.21      4609.01   -1395.3265   -1338.2471   4.2652%
       262      5298.16      4611.06   -1395.3265   -1338.2471   4.2652%
       263      5301.43      4613.21   -1395.3265   -1338.2471   4.2652%
       264      5305.26      4615.44   -1395.2962   -1338.2471   4.2630%
       265      5309.47      4618.51   -1395.2962   -1338.2471   4.2630%
       266      5312.37      4620.49   -1395.2100   -1338.2471   4.2565%
       267      5316.96      4623.18   -1395.2100   -1338.2471   4.2565%
       268      5320.84      4625.44   -1395.1689   -1338.2471   4.2535%
       269      5323.55      4627.24   -1395.0727   -1338.2471   4.2463%
       270      5327.81      4629.91   -1394.8871   -1338.2471   4.2324%
       271      5330.80      4632.23   -1394.8715   -1338.2471   4.2312%
       272      5334.64      4634.49   -1394.8153   -1338.2471   4.2270%
       273      5338.30      4636.80   -1394.8153   -1338.2471   4.2270%
       274      5341.83      4638.93   -1394.8153   -1338.2471   4.2270%
       275      5347.17      4641.64   -1394.7540   -1338.2471   4.2225%
       276      5351.64      4645.48   -1394.6660   -1338.2471   4.2159%
       277      5355.04      4647.76   -1394.5627   -1338.2471   4.2082%
       278      5358.47      4650.27   -1394.4892   -1338.2471   4.2027%
       279      5361.95      4652.44   -1394.2888   -1338.2471   4.1877%
       280      5365.74      4655.57   -1394.2348   -1338.2471   4.1837%
       281      5373.37      4661.46   -1394.2277   -1338.2471   4.1831%
       282      5377.68      4664.57   -1394.2277   -1338.2471   4.1831%
       283      5381.25      4667.02   -1394.0825   -1338.2471   4.1723%
       284      5384.91      4669.29   -1394.0504   -1338.2471   4.1699%
       285      5395.05      4676.30   -1394.0450   -1338.2471   4.1695%
       286      5399.65      4678.74   -1394.0157   -1338.2471   4.1673%
       287      5402.73      4681.27   -1394.0157   -1338.2471   4.1673%
       288      5405.83      4683.24   -1393.9817   -1338.2471   4.1647%
       289      5409.01      4685.32   -1393.9239   -1338.2471   4.1604%
       290      5421.58      4691.36   -1393.8588   -1338.2471   4.1556%
       291      5425.06      4693.63   -1393.8574   -1338.2471   4.1555%
       292      5427.64      4695.68   -1393.7984   -1338.2471   4.1510%
       293      5442.44      4704.82   -1393.7402   -1338.2471   4.1467%
       294      5450.46      4709.97   -1393.7281   -1338.2471   4.1458%
       295      5455.30      4713.85   -1393.5809   -1338.2471   4.1348%
       296      5463.49      4719.06   -1393.3756   -1338.2471   4.1195%
       297      5468.12      4722.00   -1393.3554   -1338.2471   4.1179%
       298      5473.21      4726.07   -1393.3157   -1338.2471   4.1150%
       299      5476.94      4728.40   -1393.2977   -1338.2471   4.1136%
       300      5481.29      4730.89   -1393.2698   -1338.2471   4.1115%
       301      5485.94      4733.69   -1393.2698   -1338.2471   4.1115%
       302      5491.33      4736.73   -1393.1653   -1338.2471   4.1037%
       303      5495.06      4739.25   -1393.1198   -1338.2471   4.1003%
       304      5500.07      4742.76   -1393.0391   -1338.2471   4.0943%
       305      5507.15      4747.34   -1392.9276   -1338.2471   4.0860%
       306      5512.43      4750.32   -1392.9276   -1338.2471   4.0860%
       307      5522.17      4755.89   -1392.8339   -1338.2471   4.0790%
       308      5526.86      4758.31   -1392.7962   -1338.2471   4.0762%
       309      5531.74      4761.60   -1392.6358   -1338.2471   4.0642%
       310      5535.21      4763.78   -1392.4158   -1338.2471   4.0477%
       311      5540.28      4766.52   -1392.4057   -1338.2471   4.0470%
       312      5546.49      4771.03   -1392.3684   -1338.2471   4.0442%
       313      5552.72      4775.27   -1392.1717   -1338.2471   4.0295%
       314      5556.61      4778.04   -1392.1302   -1338.2471   4.0264%
       315      5561.69      4781.19   -1392.0636   -1338.2471   4.0214%
       316      5564.47      4783.18   -1392.0480   -1338.2471   4.0203%
       317      5571.65      4787.01   -1391.9006   -1338.2471   4.0092%
       318      5575.12      4789.24   -1391.8394   -1338.2471   4.0047%
       319      5583.44      4795.08   -1391.6724   -1338.2471   3.9922%
       320      5595.92      4802.10   -1391.5990   -1338.2471   3.9867%
       321      5600.82      4805.46   -1391.4772   -1338.2471   3.9776%
       322      5605.17      4808.54   -1391.4034   -1338.2471   3.9721%
       323      5608.85      4810.82   -1391.4003   -1338.2471   3.9719%
       324      5619.77      4817.78   -1391.3374   -1338.2471   3.9672%
       325      5624.95      4821.44   -1391.3227   -1338.2471   3.9660%
       326      5628.19      4823.86   -1391.1986   -1338.2471   3.9568%
       327      5631.52      4826.02   -1391.1842   -1338.2471   3.9557%
       328      5637.96      4830.46   -1390.9246   -1338.2471   3.9363%
       329      5641.62      4832.87   -1390.7294   -1338.2471   3.9217%
       330      5645.06      4835.21   -1390.7243   -1338.2471   3.9213%
       331      5647.51      4837.76   -1390.6643   -1338.2471   3.9169%
       332      5650.85      4839.93   -1390.6643   -1338.2471   3.9169%
       333      5654.24      4842.26   -1390.6606   -1338.2471   3.9166%
       334      5658.28      4844.92   -1390.6506   -1338.2471   3.9158%
       335      5661.31      4846.92   -1390.6198   -1338.2471   3.9135%
       336      5667.71      4851.52   -1390.5835   -1338.2471   3.9108%
       337      5671.36      4854.06   -1390.5461   -1338.2471   3.9080%
       338      5676.53      4857.26   -1390.5057   -1338.2471   3.9050%
       339      5680.20      4859.58   -1390.5057   -1338.2471   3.9050%
       340      5682.84      4861.57   -1390.4406   -1338.2471   3.9001%
       341      5685.31      4863.28   -1390.4320   -1338.2471   3.8995%
       342      5689.32      4866.98   -1390.2099   -1338.2471   3.8829%
       343      5695.46      4871.36   -1390.2099   -1338.2471   3.8829%
       344      5701.99      4875.86   -1390.2099   -1338.2471   3.8829%
       345      5713.67      4882.57   -1390.1899   -1338.2471   3.8814%
       346      5717.95      4885.61   -1390.0682   -1338.2471   3.8723%
       347      5722.44      4889.25   -1389.9812   -1338.2471   3.8658%
       348      5725.62      4891.87   -1389.9675   -1338.2471   3.8648%
       349      5732.22      4895.78   -1389.8970   -1338.2471   3.8595%
       350      5745.23      4902.57   -1389.8970   -1338.2471   3.8595%
       351      5750.06      4906.03   -1389.8935   -1338.2471   3.8593%
       352      5754.90      4909.17   -1389.8599   -1338.2471   3.8567%
       353      5757.71      4911.63   -1389.7689   -1338.2471   3.8499%
       354      5760.75      4913.69   -1389.7409   -1338.2471   3.8479%
       355      5765.72      4916.48   -1389.6397   -1338.2471   3.8403%
       356      5769.54      4918.91   -1389.4483   -1338.2471   3.8260%
       357      5775.27      4923.10   -1389.4432   -1338.2471   3.8256%
       358      5779.53      4925.91   -1389.3376   -1338.2471   3.8177%
       359      5788.36      4933.20   -1389.3166   -1338.2471   3.8161%
       360      5796.14      4938.87   -1389.2145   -1338.2471   3.8085%
       361      5801.17      4941.60   -1389.1887   -1338.2471   3.8066%
       362      5804.68      4944.33   -1389.0504   -1338.2471   3.7963%
       363      5814.83      4950.82   -1388.9666   -1338.2471   3.7900%
       364      5818.96      4953.91   -1388.9539   -1338.2471   3.7890%
       365      5822.71      4956.20   -1388.9165   -1338.2471   3.7862%
       366      5826.03      4958.48   -1388.8746   -1338.2471   3.7831%
       367      5833.94      4963.88   -1388.6215   -1338.2471   3.7642%
       368      5838.17      4966.45   -1388.5340   -1338.2471   3.7577%
       369      5843.37      4969.86   -1388.5159   -1338.2471   3.7563%
       370      5846.93      4972.55   -1388.4160   -1338.2471   3.7488%
       371      5851.66      4975.33   -1388.4160   -1338.2471   3.7488%
       372      5854.43      4977.26   -1388.0604   -1338.2471   3.7223%
       373      5859.27      4980.62   -1388.0374   -1338.2471   3.7206%
       374      5862.36      4982.77   -1387.9968   -1338.2471   3.7175%
       375      5867.30      4986.42   -1387.9814   -1338.2471   3.7164%
       376      5871.44      4988.90   -1387.7434   -1338.2471   3.6986%
       377      5874.38      4991.05   -1387.7434   -1338.2471   3.6986%
       378      5877.68      4993.88   -1387.7317   -1338.2471   3.6977%
       379      5880.86      4996.14   -1387.7227   -1338.2471   3.6970%
       380      5884.88      4998.85   -1387.7227   -1338.2471   3.6970%
       381      5888.04      5001.42   -1387.7199   -1338.2471   3.6968%
       382      5891.85      5003.90   -1387.6856   -1338.2471   3.6943%
       383      5894.93      5005.93   -1387.6856   -1338.2471   3.6943%
       384      5898.47      5008.36   -1387.6535   -1338.2471   3.6919%
       385      5907.70      5014.06   -1387.6535   -1338.2471   3.6919%
       386      5917.00      5021.11   -1387.6523   -1338.2471   3.6918%
       387      5925.91      5027.66   -1387.5706   -1338.2471   3.6857%
       388      5928.63      5029.58   -1387.5303   -1338.2471   3.6827%
       389      5933.03      5032.29   -1387.4343   -1338.2471   3.6755%
       390      5936.45      5034.43   -1387.3413   -1338.2471   3.6685%
       391      5939.95      5037.04   -1387.3073   -1338.2471   3.6660%
       392      5944.13      5040.59   -1387.1596   -1338.2471   3.6550%
       393      5950.83      5045.17   -1387.1470   -1338.2471   3.6540%
       394      5953.97      5047.19   -1387.1470   -1338.2471   3.6540%
       395      5956.81      5049.18   -1386.9738   -1338.2471   3.6411%
       396      5960.41      5051.37   -1386.8493   -1338.2471   3.6318%
