---------------------------------------
Begin Slurm Prolog: Apr-22-2025 20:35:42
Job ID:    4134454
User ID:   jyang872
Account:   gts-jscott319
Job name:  pooling
Partition: cpu-large
QOS:       inferno
---------------------------------------

CommandNotFoundError: Your shell has not been properly configured to use 'conda deactivate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.



Due to MODULEPATH changes, the following have been reloaded:
  1) gmp/6.2.1     2) mpc/1.3.1     3) mpfr/4.2.0     4) zlib/1.2.13

Solving the problem via SBB...
	Maximum iteration: 100000000.0
	Maximum time: 86400
	Tolerance: 1E-03
Initialize the model...
	Root node lower bound: -1616.40, upper bound: -1338.25
	Total initialization CPU time: 5.21 s
Done.
Solving the model...
================================================================================
  iteration     CPU time    wall time  lower bound  upper bound     gap
       160      1088.04       606.69   -1408.4894   -1338.2471   5.2488%
       161      1094.50       611.24   -1408.4805   -1338.2471   5.2482%
       162      1100.08       614.16   -1408.0856   -1338.2471   5.2187%
       163      1103.38       616.07   -1408.0835   -1338.2471   5.2185%
       164      1106.66       617.97   -1407.9879   -1338.2471   5.2114%
       165      1112.28       622.92   -1407.7413   -1338.2471   5.1929%
       166      1123.65       628.08   -1407.4692   -1338.2471   5.1726%
       167      1134.37       634.14   -1407.3910   -1338.2471   5.1667%
       168      1137.40       635.79   -1407.3106   -1338.2471   5.1607%
       169      1140.62       637.68   -1406.6924   -1338.2471   5.1145%
       170      1153.21       644.79   -1406.6479   -1338.2471   5.1112%
       171      1156.81       647.33   -1406.4348   -1338.2471   5.0953%
       172      1164.93       652.45   -1406.4207   -1338.2471   5.0942%
       173      1172.14       656.94   -1406.3749   -1338.2471   5.0908%
       174      1175.15       658.54   -1406.0832   -1338.2471   5.0690%
       175      1177.61       660.05   -1405.9719   -1338.2471   5.0607%
       176      1185.11       663.95   -1405.8406   -1338.2471   5.0509%
       177      1188.11       665.69   -1405.7368   -1338.2471   5.0431%
       178      1196.92       670.46   -1405.6332   -1338.2471   5.0354%
       179      1200.13       672.31   -1405.1826   -1338.2471   5.0017%
       180      1204.16       674.35   -1405.0397   -1338.2471   4.9911%
       181      1207.36       676.20   -1404.9644   -1338.2471   4.9854%
       182      1216.30       680.58   -1404.7058   -1338.2471   4.9661%
       183      1223.92       685.08   -1404.7058   -1338.2471   4.9661%
       184      1230.24       689.07   -1404.6541   -1338.2471   4.9622%
       185      1233.48       690.92   -1404.3493   -1338.2471   4.9395%
       186      1236.64       692.63   -1404.2588   -1338.2471   4.9327%
       187      1241.70       695.92   -1404.1281   -1338.2471   4.9229%
       188      1245.80       697.99   -1404.0634   -1338.2471   4.9181%
       189      1249.16       700.00   -1403.9600   -1338.2471   4.9104%
       190      1253.07       702.16   -1403.8393   -1338.2471   4.9014%
       191      1255.42       703.59   -1403.5820   -1338.2471   4.8821%
       192      1258.64       705.53   -1403.5673   -1338.2471   4.8810%
       193      1262.39       708.22   -1403.5365   -1338.2471   4.8787%
       194      1269.67       711.94   -1403.5022   -1338.2471   4.8762%
       195      1272.02       713.85   -1403.2392   -1338.2471   4.8565%
       196      1275.41       716.32   -1403.1203   -1338.2471   4.8476%
       197      1279.13       718.29   -1402.9069   -1338.2471   4.8317%
       198      1289.01       724.22   -1402.8343   -1338.2471   4.8263%
       199      1292.14       726.05   -1402.7475   -1338.2471   4.8198%
       200      1303.14       732.47   -1402.6092   -1338.2471   4.8094%
       201      1306.51       734.52   -1402.5461   -1338.2471   4.8047%
       202      1310.67       737.17   -1402.5268   -1338.2471   4.8033%
       203      1315.53       740.06   -1402.4707   -1338.2471   4.7991%
       204      1318.84       741.91   -1402.4617   -1338.2471   4.7984%
       205      1322.35       744.01   -1402.3558   -1338.2471   4.7905%
       206      1326.59       746.29   -1402.3558   -1338.2471   4.7905%
       207      1335.89       751.10   -1402.3558   -1338.2471   4.7905%
       208      1341.21       753.96   -1402.0987   -1338.2471   4.7713%
       209      1344.49       755.73   -1401.9167   -1338.2471   4.7577%
       210      1348.67       757.73   -1401.8566   -1338.2471   4.7532%
       211      1355.42       762.13   -1401.7522   -1338.2471   4.7454%
       212      1359.48       764.35   -1400.7980   -1338.2471   4.6741%
       213      1369.16       769.58   -1400.7980   -1338.2471   4.6741%
       214      1377.51       774.29   -1400.7819   -1338.2471   4.6729%
       215      1381.44       776.26   -1400.4224   -1338.2471   4.6460%
       216      1387.26       779.82   -1400.3237   -1338.2471   4.6386%
       217      1390.87       782.23   -1400.2477   -1338.2471   4.6330%
       218      1393.74       784.17   -1400.2477   -1338.2471   4.6330%
       219      1401.38       788.84   -1400.1503   -1338.2471   4.6257%
       220      1408.34       792.86   -1400.0122   -1338.2471   4.6154%
       221      1415.31       796.53   -1400.0122   -1338.2471   4.6154%
       222      1420.15       799.42   -1399.9054   -1338.2471   4.6074%
       223      1427.17       803.40   -1399.9054   -1338.2471   4.6074%
       224      1433.39       806.78   -1398.7961   -1338.2471   4.5245%
       225      1440.57       810.87   -1398.7961   -1338.2471   4.5245%
       226      1447.11       814.51   -1398.7223   -1338.2471   4.5190%
       227      1453.77       818.35   -1398.6563   -1338.2471   4.5141%
       228      1459.99       821.85   -1398.6435   -1338.2471   4.5131%
       229      1464.98       824.96   -1398.2325   -1338.2471   4.4824%
       230      1467.23       826.51   -1398.1351   -1338.2471   4.4751%
       231      1478.29       832.59   -1398.0894   -1338.2471   4.4717%
       232      1485.21       838.45   -1398.0037   -1338.2471   4.4653%
       233      1491.33       842.08   -1397.5893   -1338.2471   4.4343%
       234      1494.76       844.09   -1397.5879   -1338.2471   4.4342%
       235      1497.65       845.69   -1397.4035   -1338.2471   4.4204%
       236      1506.63       851.43   -1397.3320   -1338.2471   4.4151%
       237      1512.07       855.27   -1397.2865   -1338.2471   4.4117%
       238      1517.34       858.70   -1397.2219   -1338.2471   4.4069%
       239      1522.29       861.28   -1397.0645   -1338.2471   4.3951%
       240      1524.77       862.98   -1397.0176   -1338.2471   4.3916%
       241      1528.11       864.71   -1396.9781   -1338.2471   4.3887%
       242      1532.40       867.45   -1396.9106   -1338.2471   4.3836%
       243      1535.49       869.93   -1396.8138   -1338.2471   4.3764%
       244      1538.38       872.35   -1396.7775   -1338.2471   4.3737%
       245      1541.76       874.19   -1396.7303   -1338.2471   4.3701%
       246      1545.45       876.26   -1396.7303   -1338.2471   4.3701%
       247      1548.46       878.09   -1396.6803   -1338.2471   4.3664%
       248      1552.26       880.10   -1396.6803   -1338.2471   4.3664%
       249      1554.70       881.86   -1396.6355   -1338.2471   4.3630%
       250      1568.07       889.71   -1396.3302   -1338.2471   4.3402%
       251      1575.00       893.52   -1396.2821   -1338.2471   4.3366%
       252      1577.31       895.07   -1396.2803   -1338.2471   4.3365%
       253      1581.27       897.91   -1396.1470   -1338.2471   4.3265%
       254      1593.20       904.61   -1396.0582   -1338.2471   4.3199%
       255      1600.36       909.67   -1396.0189   -1338.2471   4.3170%
       256      1603.15       911.30   -1395.9836   -1338.2471   4.3143%
       257      1606.37       913.02   -1395.8190   -1338.2471   4.3020%
       258      1609.19       914.71   -1395.4929   -1338.2471   4.2777%
       259      1615.78       918.46   -1395.4428   -1338.2471   4.2739%
       260      1618.62       920.22   -1395.4428   -1338.2471   4.2739%
       261      1621.41       922.09   -1395.3265   -1338.2471   4.2652%
       262      1624.13       923.82   -1395.3265   -1338.2471   4.2652%
       263      1627.13       925.63   -1395.3265   -1338.2471   4.2652%
       264      1630.69       927.52   -1395.2962   -1338.2471   4.2630%
       265      1634.77       929.69   -1395.2962   -1338.2471   4.2630%
       266      1637.34       931.58   -1395.2100   -1338.2471   4.2565%
       267      1641.60       934.39   -1395.2100   -1338.2471   4.2565%
       268      1645.10       936.66   -1395.1689   -1338.2471   4.2535%
       269      1647.56       938.14   -1395.0727   -1338.2471   4.2463%
       270      1651.55       940.21   -1394.8871   -1338.2471   4.2324%
       271      1654.22       941.89   -1394.8715   -1338.2471   4.2312%
       272      1657.77       943.78   -1394.8153   -1338.2471   4.2270%
       273      1661.17       946.07   -1394.8153   -1338.2471   4.2270%
       274      1664.45       947.89   -1394.8153   -1338.2471   4.2270%
       275      1669.55       950.32   -1394.7540   -1338.2471   4.2225%
       276      1673.82       953.32   -1394.6660   -1338.2471   4.2159%
       277      1676.91       955.22   -1394.5627   -1338.2471   4.2082%
       278      1680.13       957.42   -1394.4892   -1338.2471   4.2027%
       279      1683.22       959.57   -1394.2888   -1338.2471   4.1877%
       280      1686.73       962.39   -1394.2348   -1338.2471   4.1837%
       281      1694.12       967.68   -1394.2277   -1338.2471   4.1831%
       282      1698.21       970.21   -1394.2277   -1338.2471   4.1831%
       283      1701.55       972.37   -1394.0825   -1338.2471   4.1723%
       284      1704.80       974.61   -1394.0504   -1338.2471   4.1699%
       285      1714.67       981.29   -1394.0450   -1338.2471   4.1695%
       286      1719.08       983.45   -1394.0157   -1338.2471   4.1673%
       287      1722.00       985.22   -1394.0157   -1338.2471   4.1673%
       288      1724.91       986.90   -1393.9817   -1338.2471   4.1647%
       289      1727.83       988.65   -1393.9239   -1338.2471   4.1604%
       290      1740.07       994.80   -1393.8588   -1338.2471   4.1556%
       291      1743.11       997.19   -1393.8574   -1338.2471   4.1555%
       292      1745.52       998.72   -1393.7984   -1338.2471   4.1510%
       293      1760.21      1007.31   -1393.7402   -1338.2471   4.1467%
       294      1767.93      1012.08   -1393.7281   -1338.2471   4.1458%
       295      1772.50      1015.66   -1393.5809   -1338.2471   4.1348%
       296      1780.25      1020.36   -1393.3756   -1338.2471   4.1195%
       297      1784.55      1023.22   -1393.3554   -1338.2471   4.1179%
       298      1789.39      1026.45   -1393.3157   -1338.2471   4.1150%
       299      1792.81      1028.44   -1393.2977   -1338.2471   4.1136%
       300      1796.83      1030.62   -1393.2698   -1338.2471   4.1115%
       301      1801.26      1033.14   -1393.2698   -1338.2471   4.1115%
       302      1806.42      1036.17   -1393.1653   -1338.2471   4.1037%
       303      1810.01      1038.16   -1393.1198   -1338.2471   4.1003%
       304      1814.75      1041.05   -1393.0391   -1338.2471   4.0943%
       305      1821.53      1045.30   -1392.9276   -1338.2471   4.0860%
       306      1826.52      1047.97   -1392.9276   -1338.2471   4.0860%
       307      1836.05      1053.22   -1392.8339   -1338.2471   4.0790%
       308      1840.42      1055.84   -1392.7962   -1338.2471   4.0762%
       309      1845.17      1058.31   -1392.6358   -1338.2471   4.0642%
       310      1848.30      1060.13   -1392.4158   -1338.2471   4.0477%
       311      1853.12      1062.57   -1392.4057   -1338.2471   4.0470%
       312      1859.08      1066.71   -1392.3684   -1338.2471   4.0442%
       313      1865.06      1070.87   -1392.1717   -1338.2471   4.0295%
       314      1868.66      1073.58   -1392.1302   -1338.2471   4.0264%
       315      1873.41      1076.56   -1392.0636   -1338.2471   4.0214%
       316      1875.85      1078.50   -1392.0480   -1338.2471   4.0203%
       317      1882.82      1082.04   -1391.9006   -1338.2471   4.0092%
       318      1886.00      1083.94   -1391.8394   -1338.2471   4.0047%
       319      1894.02      1089.46   -1391.6724   -1338.2471   3.9922%
       320      1906.33      1095.66   -1391.5990   -1338.2471   3.9867%
       321      1910.96      1099.20   -1391.4772   -1338.2471   3.9776%
       322      1915.03      1101.95   -1391.4034   -1338.2471   3.9721%
       323      1918.41      1103.87   -1391.4003   -1338.2471   3.9719%
       324      1929.19      1110.57   -1391.3374   -1338.2471   3.9672%
       325      1933.23      1113.37   -1391.3227   -1338.2471   3.9660%
       326      1936.18      1115.37   -1391.1986   -1338.2471   3.9568%
       327      1939.19      1117.49   -1391.1842   -1338.2471   3.9557%
       328      1945.38      1121.60   -1390.9246   -1338.2471   3.9363%
       329      1948.73      1123.66   -1390.7294   -1338.2471   3.9217%
       330      1951.81      1125.60   -1390.7243   -1338.2471   3.9213%
       331      1954.04      1127.15   -1390.6643   -1338.2471   3.9169%
       332      1956.97      1129.27   -1390.6643   -1338.2471   3.9169%
       333      1960.05      1131.27   -1390.6606   -1338.2471   3.9166%
       334      1963.80      1133.58   -1390.6506   -1338.2471   3.9158%
       335      1966.48      1135.24   -1390.6198   -1338.2471   3.9135%
       336      1972.53      1139.19   -1390.5835   -1338.2471   3.9108%
       337      1975.92      1141.11   -1390.5461   -1338.2471   3.9080%
       338      1980.76      1144.42   -1390.5057   -1338.2471   3.9050%
       339      1983.90      1146.93   -1390.5057   -1338.2471   3.9050%
       340      1986.31      1148.63   -1390.4406   -1338.2471   3.9001%
       341      1988.55      1150.02   -1390.4320   -1338.2471   3.8995%
       342      1992.40      1152.90   -1390.2099   -1338.2471   3.8829%
       343      1998.41      1157.02   -1390.2099   -1338.2471   3.8829%
       344      2004.67      1161.21   -1390.2099   -1338.2471   3.8829%
       345      2015.98      1167.92   -1390.1899   -1338.2471   3.8814%
       346      2020.00      1170.66   -1390.0682   -1338.2471   3.8723%
       347      2024.23      1173.72   -1389.9812   -1338.2471   3.8658%
       348      2027.15      1175.72   -1389.9675   -1338.2471   3.8648%
       349      2033.57      1179.33   -1389.8970   -1338.2471   3.8595%
       350      2046.30      1186.18   -1389.8970   -1338.2471   3.8595%
       351      2050.86      1189.32   -1389.8935   -1338.2471   3.8593%
       352      2055.44      1192.15   -1389.8599   -1338.2471   3.8567%
       353      2058.01      1193.77   -1389.7689   -1338.2471   3.8499%
       354      2060.84      1195.55   -1389.7409   -1338.2471   3.8479%
       355      2065.54      1198.03   -1389.6397   -1338.2471   3.8403%
       356      2069.14      1200.46   -1389.4483   -1338.2471   3.8260%
       357      2074.54      1204.33   -1389.4432   -1338.2471   3.8256%
       358      2078.58      1206.58   -1389.3376   -1338.2471   3.8177%
       359      2087.25      1213.30   -1389.3166   -1338.2471   3.8161%
       360      2094.85      1218.71   -1389.2145   -1338.2471   3.8085%
       361      2099.56      1221.37   -1389.1887   -1338.2471   3.8066%
       362      2102.66      1224.26   -1389.0504   -1338.2471   3.7963%
       363      2112.59      1230.83   -1388.9666   -1338.2471   3.7900%
       364      2116.61      1233.10   -1388.9539   -1338.2471   3.7890%
       365      2120.11      1235.06   -1388.9165   -1338.2471   3.7862%
       366      2123.19      1236.99   -1388.8746   -1338.2471   3.7831%
       367      2130.77      1242.04   -1388.6215   -1338.2471   3.7642%
       368      2134.66      1244.56   -1388.5340   -1338.2471   3.7577%
       369      2139.69      1247.46   -1388.5159   -1338.2471   3.7563%
       370      2142.91      1249.44   -1388.4160   -1338.2471   3.7488%
       371      2147.34      1251.89   -1388.4160   -1338.2471   3.7488%
       372      2149.84      1253.49   -1388.0604   -1338.2471   3.7223%
       373      2154.28      1256.43   -1388.0374   -1338.2471   3.7206%
       374      2157.03      1258.56   -1387.9968   -1338.2471   3.7175%
       375      2161.75      1261.34   -1387.9814   -1338.2471   3.7164%
       376      2165.66      1263.49   -1387.7434   -1338.2471   3.6986%
       377      2168.29      1265.29   -1387.7434   -1338.2471   3.6986%
       378      2171.26      1267.81   -1387.7317   -1338.2471   3.6977%
       379      2173.99      1269.92   -1387.7227   -1338.2471   3.6970%
       380      2177.76      1272.35   -1387.7227   -1338.2471   3.6970%
       381      2180.61      1274.27   -1387.7199   -1338.2471   3.6968%
       382      2184.12      1276.43   -1387.6856   -1338.2471   3.6943%
       383      2186.95      1278.16   -1387.6856   -1338.2471   3.6943%
       384      2190.21      1280.24   -1387.6535   -1338.2471   3.6919%
       385      2199.12      1286.14   -1387.6535   -1338.2471   3.6919%
       386      2208.07      1292.81   -1387.6523   -1338.2471   3.6918%
       387      2216.61      1299.56   -1387.5706   -1338.2471   3.6857%
       388      2219.04      1301.16   -1387.5303   -1338.2471   3.6827%
       389      2223.15      1303.54   -1387.4343   -1338.2471   3.6755%
       390      2226.29      1305.37   -1387.3413   -1338.2471   3.6685%
       391      2229.52      1307.40   -1387.3073   -1338.2471   3.6660%
       392      2233.37      1310.56   -1387.1596   -1338.2471   3.6550%
       393      2239.65      1315.00   -1387.1470   -1338.2471   3.6540%
       394      2242.51      1316.71   -1387.1470   -1338.2471   3.6540%
       395      2245.07      1318.39   -1386.9738   -1338.2471   3.6411%
       396      2248.41      1320.26   -1386.8493   -1338.2471   3.6318%
       397      2251.27      1322.10   -1386.8493   -1338.2471   3.6318%
       398      2253.79      1324.38   -1386.5839   -1338.2471   3.6119%
       399      2257.40      1326.46   -1386.5685   -1338.2471   3.6108%
       400      2266.74      1333.76   -1386.5180   -1338.2471   3.6070%
       401      2276.34      1340.09   -1386.5040   -1338.2471   3.6060%
       402      2280.62      1342.36   -1386.4939   -1338.2471   3.6052%
       403      2284.46      1344.46   -1386.4395   -1338.2471   3.6012%
       404      2288.17      1347.50   -1386.4395   -1338.2471   3.6012%
       405      2290.97      1349.19   -1386.4138   -1338.2471   3.5992%
       406      2293.55      1350.99   -1386.3858   -1338.2471   3.5971%
       407      2296.54      1352.90   -1386.3208   -1338.2471   3.5923%
       408      2299.47      1354.82   -1386.3059   -1338.2471   3.5912%
